;form;lemmi;postag;conteggio_lemmi;conteggio_postag
355;ὄνομα;['ὄνομα'];['n-s---na-', 'n-s---nn-'];1;2
356;Ἱμέραν;['Ἱμέρα'];['n-s---fa-'];1;1
357;κελεύων;['κελεύω'];['v-sppamn-'];1;1
358;φρουρὰν;['φρουρά'];['n-s---fa-'];1;1
359;τὴν;['ὁ'];['l-s---fa-'];1;1
360;ἐξαγαγεῖν;['ἐξάγω'];['v--ana---'];1;1
361;καταστῆσαι;['καθίστημι'];['v--ana---'];1;1
362;γενομένου;['γίγνομαι'];['v-sapmmg-'];1;1
363;Ἱμέρᾳ;['Ἱμέρα'];['n-s---fd-'];1;1
364;πέμψας;['πέμπω'];['v-sapamn-'];1;1
365;ἐκέλευσεν;['κελεύω'];['v3saia---'];1;1
366;περιμένειν;['περιμένω'];['v--pna---'];1;1
367;μεταπέμψηται;['μεταπέμπω'];['v3sasm---'];1;1
368;πόλεως;['πόλις'];['n-s---fg-'];1;1
369;ὁμηρευομένης;['ὁμηρεύω'];['v-sppefg-'];1;1
370;αὐτὴν;['αὐτός'];['a-s---fa-', 'p-s---fa-'];1;2
371;στρατεία;['στρατεία'];['n-s---fn-'];1;1
372;γίγνηται;['γίγνομαι'];['v3spse---'];1;1
373;γονεῖς;['γονεύς'];['n-p---ma-', 'n-p---mn-'];1;2
374;ὁμηρευόντων;['ὁμηρεύω'];['v-pppamg-'];1;1
375;ἐγγὺς;['ἐγγύς'];['d--------', 'r--------'];1;2
376;γένη;['γένος'];['n-p---na-', 'n-p---nn-'];1;2
377;ἄχρις;['ἄχρι', 'ἄχρις'];['c', 'c--------', 'r--------'];2;3
378;πολιορκία;['πολιορκία'];['n-s---fn-'];1;1
379;παρέλθῃ;['παρέρχομαι'];['v3sasa---'];1;1
380;ἐφορῶσιν;['ἐφοράω'];['v3ppia---'];1;1
381;προσαγωγαῖς;['προσαγωγή'];['n-p---fd-'];1;1
382;πολεμίων;['πολέμιος'];['a-p---mg-', 'a-p---ng-', 'n-p---mg-'];1;3
383;παῖδας;['παῖς'];['n-p----a-', 'n-p---ca-', 'n-p---fa-', 'n-p---ma-'];1;4
384;συμπροσαγομένους;['συμπροσάγω'];['v-pppema-'];1;1
385;ἔσχατα;['ἔσχατος'];['a-p---na-', 'a-p---nn-'];1;2
386;πάσχοντας;['πάσχω'];['v-pppama-'];1;1
387;ἐγχωρεῖ;['ἐγχωρέω'];['v3spia---'];1;1
388;ἔνδον;['ἔνδον'];['d--------'];1;1
389;ὄντας;['εἰμί'];['v-pppama-'];1;1
390;ὑπεναντίον;['ὑπεναντίος'];['a-s---na-'];1;1
391;πρᾶξαι;['πράσσω'];['v--ana---'];1;1
392;ἄρα;['ἄρα'];['d--------'];1;1
393;δυσχερὲς;['δυσχερής'];['a-s---nn-'];1;1
394;τῶνδε;['ὅδε'];['p-p---fg-', 'p-p---ng-'];1;2
395;προφάσεων;['πρόφασις'];['n-p---fg-'];1;1
396;ἐκπέμπειν;['ἐκπέμπω'];['v--pna---'];1;1
397;συνδιάγειν;['συνδιάγω'];['v--pna---'];1;1
398;ἐλαχίστων;['ἐλάχιστος', 'ἐλαχύς'];['a-p---ngs'];2;1
399;μετέχοντας;['μετέχω'];['v-pppama-'];1;1
400;ἔργων;['ἔργον'];['n-p---ng-'];1;1
401;πράξεων;['πρᾶξις'];['n-p---fg-'];1;1
402;μήτε;['μήτε'];['b--------', 'c--------', 'd--------'];1;3
403;ὅπου;['ὅπου'];['c--------', 'd--------'];1;2
404;ἔσονται;['εἰμί'];['v3pfim---'];1;1
405;πράξουσιν;['πράσσω'];['v3pfia---'];1;1
406;προειδέναι;['πρόοιδα'];['v--rna---'];1;1
407;ἥκιστα;['ἥκιστος', 'ἦκα'];['a-p---na-', 'a-p---nas', 'd-------s'];2;3
408;σφῶν;['σφεῖς'];['p-p----g-', 'p-p---cg-', 'p3p---cg-'];1;3
409;διατηροῦντας;['διατηρέω'];['v-pppama-'];1;1
410;νύκτα;['νύξ'];['n-s---fa-'];1;1
411;ἡμέραν;['ἡμέρα'];['n-s---fa-'];1;1
412;λοιπῶν;['λοιπός'];['a-p---mg-', 'a-p---ng-'];1;2
413;ῥωμαλεωτάτους;['ῥωμαλέος'];['a-p---mas'];1;1
414;ἡλικίᾳ;['ἡλικία'];['n-s---fd-'];1;1
415;νεότητι;['νεότης'];['n-s---fd-'];1;1
416;ἐκλέξαντα;['ἐκλέγω'];['v-sapama-'];1;1
417;φυλακὰς;['φυλακή'];['n-p---fa-'];1;1
418;καθιστάναι;['καθίστημι'];['v--pna---'];1;1
419;τείχη;['τεῖχος'];['n-p---na-'];1;1
420;περιὸν;['περιέρχομαι'];['v-sppana-'];1;1
421;μερίσαντα;['μερίζω'];['v-papana-', 'v-sapama-'];1;2
422;μῆκος;['μῆκος'];['n-s---na-', 'n-s---nn-'];1;2
423;νυκτῶν;['νύξ'];['n-p---fg-'];1;1
424;φυλάκων;['φυλακός', 'φύλαξ'];['n-p---mg-'];2;1
425;κατανεῖμαι;['κατανέμω'];['v--ana---'];1;1
426;ὄχλων;['ὄχλος'];['n-p---mg-'];1;1
427;ἀγοράν;['ἀγορά'];['n-s---fa-'];1;1
428;θέατρον;['θέατρον'];['n-s---na-', 'n-s---nn-'];1;2
429;ἄλλους;['ἄλλος'];['p-p---ma-', 'p-p---map'];1;2
430;οὔσας;['εἰμί'];['v-pppafa-'];1;1
431;εὐρυχωρίας;['εὐρυχωρία'];['n-p---fa-', 'n-s---fg-'];1;2
432;μηδὲν;"['""""', 'μηδείς']";"['""""', 'a-s---na-', 'p-s---na-', 'p-s---nn-']";2;4
433;ἔρημον;['ἐρῆμος'];['a-s---fa-', 'a-s---na-', 'a-s---nn-', 'n-s---fa-'];1;4
434;δύναμιν;['δύναμις'];['n-s---fa-'];1;1
435;ἄλλαις;['ἄλλος'];['p-p---fd-'];1;1
436;πράξεις;['πράσσω', 'πρᾶξις'];['n-p---fa-', 'v2sfia---'];2;2
437;λειτουργίας;['λειτουργία'];['n-p---fa-', 'n-s---fg-'];1;2
438;αὐτοῖς;['αὐτός'];['p-p----d-', 'p-p---md-', 'p-p---nd-'];1;3
439;ἐπιρρεῖν;['ἐπιρρέω'];['v--pna---'];1;1
440;μεθ’;['μετά'];['r--------'];1;1
441;ὄντες;['εἰμί'];['v-pppamn-'];1;1
442;φυλακῇ;['φυλακή'];['n-s---fd-'];1;1
443;μᾶλλον;['γε', 'μάλα', 'μᾶλλον'];['d--------', 'd-------c'];3;2
444;φυλάξουσί;['φυλάσσω'];['v3pfia---'];1;1
445;ἔστωσαν;['εἰμί'];['v3ppma---'];1;1
446;διειλημμένοι;['διαλαμβάνω'];['v-prpemn-'];1;1
447;παρατήρησιν;['παρατήρησις'];['n-s---fa-'];1;1
448;οὕτως;['οὕτως'];['d--------'];1;1
449;διακείμενοι;['διάκειμαι'];['v-prpemn-'];1;1
450;δύναιντο;['δύναμαι'];['v3ppoe---'];1;1
451;νεωτερίσαι;['νεωτερίζω'];['v--ana---'];1;1
452;τοίνυν;['τοίνυν'];['c--------', 'd--------'];1;2
453;μηδὲ;['μηδέ'];['b--------', 'c--------', 'd--------'];1;3
454;κοίτας;['κοίτη'];['n-p---fa-'];1;1
455;λαμπτῆρας;['λαμπτήρ'];['n-p---ma-'];1;1
456;φέρεσθαι;['φέρω'];['v--pne---'];1;1
457;ἄλλο;['ἄλλος'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'a-s---nn_', 'a-s---nnp', 'p-s---na-', 'p-s---nap', 'p-s---nn-', 'p-s---nnp'];1;9
458;νυκτερινὸν;['νυκτερινός'];['a-s---na-'];1;1
459;φέγγος;['φέγγος'];['n-s---na-'];1;1
460;ἤδη;['ἤδη'];['d--------'];1;1
461;γάρ;['γάρ'];['d--------'];1;1
462;τινες;['τις'];['p-p---cn-', 'p-p---mn-'];1;2
463;ἐπεὶ;['ἐπεί'];['c--------'];1;1
464;πάντῃ;['πάντῃ'];['d--------'];1;1
465;ἐξείργονται;['ἐξέργω'];['v3ppie---'];1;1
466;θέλοντες;['θέλω', 'ἐθέλω'];['v-pppamn-'];2;1
467;τεχνάζουσι;['τεχνάζω'];['v3ppia---'];1;1
468;σὺν;['σύν'];['r--------'];1;1
469;καλάθοις;['κάλαθος'];['n-p---md-'];1;1
470;στρώμασι;['στρῶμα'];['n-p---nd-'];1;1
471;φερόμενοι;['φέρω'];['v-pppemn-'];1;1
472;δᾷδας;['δαίς', 'δᾴς'];['n-p---fa-'];2;1
473;δὴ;['δή'];['d--------'];1;1
474;πρός;['πρός'];['r--------'];1;1
475;κοιτασθῶσιν;['κοιτάζω'];['v3pasp---'];1;1
476;φεγγέων;['φέγγος'];['n-p---ng-'];1;1
477;σύσσημον;['σύσσημον'];['n-s---na-'];1;1
478;ἐποιήσαντο;['ποιέω'];['v3paim---'];1;1
479;διὸ;['διό'];['d--------'];1;1
480;δεῖ;['δέω', 'δέω1'];['v2spie---', 'v3siia---', 'v3spia---'];2;3
481;πάντα;['πᾶς'];['a-p---na-', 'a-p---nn-', 'a-s---ma-', 'a-s---nn-'];1;4
482;τοιαῦτα;['τοιοῦτος'];['a-p---na-', 'p-p---na-', 'p-p---nn-'];1;3
483;ὑποπτεύειν;['ὑποπτεύω'];['v--pna---'];1;1
484;ἀντιπροθυμουμένοις;['ἀντιπροθυμέομαι'];['v-pppemd-'];1;1
485;προσέχειν;['προσέχω'];['v--pna---'];1;1
486;νοῦν;['νοῦς', 'νόος'];['n-s---ma-'];2;1
487;εὐθέως;['εὐθέως', 'εὐθύς'];['d--------'];2;1
488;ἀποδέχεσθαι;['ἀποδέχομαι'];['v--pne---'];1;1
489;ῥηθήσονται;['λέγω'];['v3pfip---'];1;1
490;ἑξῆς;['ἑξῆς'];['d--------', 'r--------'];1;2
491;αἱ;['ὁ'];['l-p---fn-'];1;1
492;ἐπιβουλαὶ;['ἐπιβουλή'];['n-p---fn-'];1;1
493;βίβλου;['βίβλος'];['n-s---fg-'];1;1
494;παραδείγματος;['παράδειγμα'];['n-s---ng-'];1;1
495;ἕνεκεν;['ἕνεκα', 'ἕνεκεν'];['r--------'];2;1
496;ὅσαι;['ὅσος'];['p-p---fn-'];1;1
497;ἐξ;['ἐκ'];['c--------', 'r--------'];1;2
498;ἀρχόντων;['ἄρχων'];['n-p---mg-'];1;1
499;ἰδιωτῶν;['ἰδιώτης'];['n-p---mg-'];1;1
500;γεγόνασιν;['γίγνομαι'];['v3pria---'];1;1
501;ἔνιαι;['ἔνιοι'];['a-p---fn-'];1;1
502;κωλυθεῖσαι;['κωλύω'];['v-pappfn-'];1;1
503;διελύθησαν;['διαλύω'];['v3paip---'];1;1
504;Χίου;['Χῖος'];['n-s---fg-'];1;1
505;μελλούσης;['μέλλω'];['v-sppafg-'];1;1
506;προδίδοσθαι;['προδίδωμι'];['v--pne---'];1;1
507;συμπροδιδοὺς;['συμπροδίδωμι'];['v-sppamn-'];1;1
508;ἀπατῶν;['ἀπατάω'];['v-sppamn-'];1;1
509;συνάρχοντας;['συνάρχω'];['v-pppama-'];1;1
510;ἔπεισε;['πείθω'];['v3saia---'];1;1
511;λέγων;['λέγω'];['v-sppamn-'];1;1
512;ἐπειδὴ;['ἐπεί', 'ἐπειδή'];['c--------'];2;1
513;εἰρήνη;['εἰρήνη'];['n-s---fn-'];1;1
514;τοῦ;['ὁ'];['l-p---mg-', 'l-p---ng-', 'l-s---mg-', 'l-s---nd-', 'l-s---ng-'];1;5
515;λιμένος;['λιμήν'];['n-s---mg-'];1;1
516;κλεῖθρον;['κλεῖθρον'];['n-s---na-'];1;1
517;ἀνασπάσαντας;['ἀνασπάω'];['v-papama-'];1;1
518;ξηρᾶναι;['ξηραίνω'];['v--ana---'];1;1
519;πισσαλοιφῆσαι;['πισσαλοιφέω'];['v--ana---'];1;1
520;παλαιὰ;['παλαιός'];['a-p---na-', 'a-s---fn-'];1;2
521;νεῶν;['ναῦς'];['n-p---fg-'];1;1
522;ἄρμενα;['ἄρμενα'];['n-p---na-'];1;1
523;ἀποδόσθαι;['ἀποδίδωμι'];['v--anm---'];1;1
524;νεωρίων;['νεώριον'];['n-p---ng-'];1;1
525;ἐπεσκευάσθαι;['ἐπισκευάζω'];['v--rne---'];1;1
526;στάζοντα;['στάζω'];['v-pppana-'];1;1
527;ἐχομένην;['ἔχω'];['v-sppefa-'];1;1
528;στοὰν;['στοά'];['n-s---fa-'];1;1
529;πύργον;['πύργος'];['n-s---ma-'];1;1
530;διῃτῶντο;['διαδιαιτάω'];['v3piie---'];1;1
531;ἄρχοντες;['ἄρχω', 'ἄρχων'];['n-p---mn-', 'v-pppamn-'];2;2
532;ἐχόμενον;['ἔχω'];['v-sppema-'];1;1
533;στοᾶς;['στοά'];['n-s---fg-'];1;1
534;κλίμακες;['κλῖμαξ'];['n-p---fn-'];1;1
535;προπορισθῶσιν;['προπορίζομαι'];['v3pasp---'];1;1
536;καταλαμβάνειν;['καταλαμβάνω'];['v--pna---'];1;1
537;νεώρια;['νεώριον'];['n-p---na-'];1;1
538;ἄριστον;['ἀγαθός', 'ἄριστον'];['a-s---mas', 'a-s---nas', 'a-s---nn-', 'a-s---nns', 'n-s---na-', 'n-s---nn-'];2;6
539;ἀχρείους;['ἀχρεῖος'];['a-p---fa-', 'a-p---ma-'];1;2
540;σωμάτων;['σῶμα'];['n-p---ng-'];1;1
541;αὐτὰς;['αὐτός'];['p-p---fa-'];1;1
542;δέῃ;['δέω'];['v3spsa---'];1;1
543;τυφλοῦν;['τυφλόω'];['v--pna---'];1;1
544;ταφρεύοντα;['ταφρεύω'];['v-sppama-'];1;1
545;μάλιστα;['μάλα', 'μάλιστα'];['d--------', 'd-------s'];2;2
546;ἀβάτους;['ἄβατος'];['a-p---ma-'];1;1
547;ποιοῦντα;['ποιέω'];['v-pppana-', 'v-pppann-', 'v-sppama-'];1;3
548;νεωτερίζειν;['νεωτερίζω'];['v--pna---'];1;1
549;βουλομένοις;['βούλομαι'];['v-pppemd-', 'v-pppend-'];1;2
550;προκαταλαμβάνειν;['προκαταλαμβάνω'];['v--pna---'];1;1
551;αὐτάς;['αὐτός'];['p-p---fa-'];1;1
552;συνεβούλευε;['συμβουλεύω'];['v3siia---'];1;1
553;φυλασσόντων;['φυλάσσω'];['v-pppamg-'];1;1
554;ἀπόμισθον;['ἀπόμισθος'];['a-s---na-'];1;1
555;ποιῆσαι;['ποιέω'];['v--ana---'];1;1
556;ἵν’;['ἵνα'];['c--------'];1;1
557;ἐλάχιστον;['ἐλαχύς'];['a-s---nas', 'a-s---nns'];1;2
558;δῆθεν;['δῆθεν'];['d--------'];1;1
559;ἀνάλωμα;['ἀνάλωμα'];['n-s---na-'];1;1
560;ὁμότροπα;['ὁμότροπος'];['a-p---na-'];1;1
561;ἅπερ;['ὅς', 'ὅσπερ'];['p-p---na-', 'p-p---nn-'];2;2
562;ἔμελλεν;['μέλλω'];['v3siia---'];1;1
563;προδιδοῦσι;['προδίδωμι'];['v-pppamd-'];1;1
564;ἐπιτιθεμένοις;['ἐπιτίθημι'];['v-pppemd-'];1;1
565;συνοίσειν;['συμφέρω'];['v--fna---'];1;1
566;κατάληψιν;['κατάληψις'];['n-s---fa-'];1;1
567;τελειοῦν;['τελειόω'];['v--pna---'];1;1
568;σπουδάζουσιν;['σπουδάζω'];['v-pppamd-', 'v3ppia---'];1;2
569;ἅμα;['ἅμα'];['d--------', 'r--------'];1;2
570;τείχους;['τεῖχος'];['n-s---ng-'];1;1
571;ἐκδήσας;['ἐκδέω'];['v-sapamn-'];1;1
572;κατεκρέμασε;['κατακρεμάννυμι'];['v3saia---'];1;1
573;δίκτυα;['δίκτυον'];['n-p---na-'];1;1
574;ἐλάφεια;['ἐλάφειος'];['a-p---na-'];1;1
575;σύεια;['σύειος'];['a-p---na-'];1;1
576;ὡσεὶ;['ὡσεί'];['d--------'];1;1
577;ἱστία;['ἱστίον'];['n-p---na-'];1;1
578;ἔξω;['ἔξω'];['d--------', 'r--------'];1;2
579;κάλους;['κάλως'];['n-p---ma-'];1;1
580;καθ’;['κατά'];['r--------'];1;1
581;νυκτὶ;['νύξ'];['n-s---fd-'];1;1
582;ἀνέβησαν;['ἀναβαίνω'];['v3paia---'];1;1
583;στρατιῶται;['στρατιώτης'];['n-p---mn-', 'n-p---mv-'];1;2
584;ἀντιστασιώτας;['ἀντιστασιώτης'];['n-p---ma-'];1;1
585;ἐπράχθη;['πράσσω'];['v3saip---'];1;1
586;Ἄργει;['Ἄργος'];['n-s---nd-'];1;1
587;μελλόντων;['μέλλω'];['v-pppamg-', 'v-pppang-'];1;2
588;πλουσίων;['πλούσιος'];['a-p---mg-', 'a-p---ng-'];1;2
589;δευτέραν;['δεύτερος'];['a-s---fa-'];1;1
590;ἐπίθεσιν;['ἐπίθεσις'];['n-s---fa-'];1;1
591;ἐπιτίθεσθαι;['ἐπιτίθημι'];['v--pne---'];1;1
592;δήμῳ;['δῆμος'];['n-s---md-'];1;1
593;ἐπαγομένων;['ἐπάγω'];['v-pppemg-'];1;1
594;δήμου;['δῆμος'];['n-s---mg-'];1;1
595;προστάτης;['προστάτης'];['n-s---mn-'];1;1
596;προαισθόμενος;['προαισθάνομαι'];['v-sapmmn-'];1;1
597;μέλλον;['μέλλω'];['v-sppana-', 'v-sppann-'];1;2
598;ἐπιθησομένων;['ἐπιτίθημι'];['v-pfpmmg-'];1;1
599;τινὰς;['τις'];['p-p---ca-', 'p-p---fa-'];1;2
600;ὑπεναντίων;['ὑπεναντίος'];['a-p---mg-'];1;1
601;ὄντων;['εἰμί'];['v-pppamg-', 'v-pppang-'];1;2
602;ἄνδρας;['ἀνήρ'];['n-p---ma-'];1;1
603;δύο;['δύο'];['a--------', 'a------g-', 'm--------', 'm-d---fa-', 'm-d---fn-', 'm-d---ma-', 'm-d---md-', 'm-d---mn-', 'm-d---na-', 'm-d---nd-', 'm-d---ng-', 'm-d---nn-'];1;12
604;προσποιησάμενος;['προσποιέω'];['v-sapmmn-'];1;1
605;φίλους;['φίλος'];['a-p---ma-'];1;1
606;ἀπορρήτους;['ἀπόρρητος'];['a-p---ma-'];1;1
607;αὑτῷ;['ἑαυτοῦ'];['p-s---md-', 'p-s---nd-'];1;2
608;καθίστησιν;['καθίστημι'];['v3spia---'];1;1
609;ἐποίει;['ποιέω'];['v3siia---'];1;1
610;φανερῷ;['φανερός'];['a-s---md-', 'a-s---nd-'];1;2
611;σιγῇ;['σιγή'];['n-s---fd-'];1;1
612;ἐναντίων;['ἐναντίος'];['a-p---mg-', 'a-p---ng-'];1;2
613;βουλεύματα;['βούλευμα'];['n-p---na-', 'n-p---nn-'];1;2
614;ἤκουεν;['ἀκούω'];['v3siia---'];1;1
615;παρ’;['παρά'];['r--------'];1;1
616;εἰσάγεσθαι;['εἰσάγω'];['v--pne---'];1;1
617;ἦσαν;['εἰμί'];['v3piia---'];1;1
618;πλούσιοι;['πλούσιος'];['a-p---mn-'];1;1
619;τινὲς;['τις'];['a-p---fn_', 'p-p---cn-'];1;2
620;ἕτοιμοι;['ἑτοῖμος', 'ἕτοιμος'];['a-p---mn-'];2;1
621;ἐπιοῦσαν;['ἐπέρχομαι'];['v-sppafa-'];1;1
622;ἔργον;['ἔργον'];['n-s---na-', 'n-s---nn-'];1;2
623;ἔσεσθαι;['εἰμί'];['v--fnm---'];1;1
624;ἔδοξε;['δοκέω'];['v3saia---'];1;1
625;προστάτῃ;['προστάτης'];['n-s---md-'];1;1
626;ταχίστην;['ταχύς'];['a-s---fa-', 'a-s---fas'];1;2
627;ἐκκλησίαν;['ἐκκλησία'];['n-s---fa-'];1;1
628;συναγαγεῖν;['συνάγω'];['v--ana---'];1;1
629;προειπεῖν;['προλέγω'];['v--ana---'];1;1
630;πᾶσα;['πᾶς'];['a-s---fn-'];1;1
631;ταραχθῇ;['ταράσσω'];['v3sasp---'];1;1
632;εἰπόντα;['λέγω'];['v-sapama-'];1;1
633;συμφέρον;['συμφέρω'];['v-sppana-', 'v-sppann-'];1;2
634;ἐπιούσῃ;['ἐπέρχομαι', 'ἔπειμι1', 'ἔπειμι2'];['v-sppafd-'];3;1
635;ὅπλοις;['ὅπλον'];['n-p---nd-'];1;1
636;πάντας;['πᾶς'];['a-p---ma-'];1;1
637;Ἀργείους;['Ἀργεῖος'];['a-p---ma-'];1;1
638;αὑτοῦ;['ἑαυτοῦ'];['p-s---mg-', 'p-s---ng-'];1;2
639;φυλῇ;['φυλή'];['n-s---fd-'];1;1
640;ἕκαστον;['ἕκαστος'];['a-s---ma-', 'a-s---na-', 'a-s---nn-'];1;3
641;ἄλλως;['ἄλλος', 'ἄλλως'];['d--------'];2;1
642;ἐκθῆται;['ἐκτίθημι'];['v3sasm---'];1;1
643;ὅπλα;['ὅπλον'];['n-p---na-', 'n-p---nn-'];1;2
644;ἐξενεγκάμενος;['ἐκφέρω'];['v-sapmmn-'];1;1
645;φανῇ;['φαίνω'];['v3sasp---'];1;1
646;προδότης;['προδότης'];['n-s---mn-'];1;1
647;ἐπιβουλεύων;['ἐπιβουλεύω'];['v-sppamn-'];1;1
648;πασχέτω;['πάσχω'];['v3spma---'];1;1
649;τοῦτο;['οὗτος'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];1;5
650;αὐτὸ;['αὐτός'];['p-s---na-', 'p-s---nn-'];1;2
651;φυλὰς;['φυλή'];['n-p---fa-'];1;1
652;δύνωνται;['δύναμαι'];['v3ppse---'];1;1
653;τ-;['τε', 'ὁ'];['l-p---na-', 'l-p---nn-', 'l-s---ma-', 'l-s---md-', 'l-s---mg-', 'l-s---na-', 'l-s---nd-', 'l-s---ng-', 'l-s---nn-'];2;9
654;ἀθροισθέντες;['ἀθροίζω'];['v-pappmn-'];1;1
655;ἐπιθέσθαι;['ἐπιτίθημι'];['v--anm---'];1;1
656;φυλαῖς;['φυλή'];['n-p---fd-'];1;1
657;διακεχωρισμένοι;['διαχωρίζω'];['v-prpemn-'];1;1
658;πολλοῖς;['πολύς'];['a-p---md-', 'a-p---nd-'];1;2
659;ὀλίγοι;['ὀλίγος'];['a-p---mn-'];1;1
660;φυλέταις;['φυλέτης'];['n-p---md-'];1;1
661;Λακεδαιμόνιοι;['Λακεδαιμόνιος'];['a-p---mn-'];1;1
662;Θηβαίων;['Θηβαῖος'];['a-p---mg-'];1;1
663;ἐμβαλόντων;['ἐμβάλλω'];['v-papamg-'];1;1
664;ἔκ;['ἐκ'];['r--------'];1;1
665;οἰκιῶν;['οἰκία'];['n-p---fg-'];1;1
666;διαλύοντες;['διαλύω'];['v-pppamn-'];1;1
667;αἱμασιῶν;['αἱμασιά'];['n-p---fg-'];1;1
668;τειχίων;['τειχίον'];['n-p---ng-'];1;1
669;ἄλλοι;['ἄλλος'];['p-p---mn-'];1;1
670;τόπους;['τόπος'];['n-p---ma-'];1;1
671;φορμοὺς;['φορμός'];['n-p---ma-'];1;1
672;γῆς;['γῆ'];['n-s---fg-'];1;1
673;λίθων;['λίθος'];['n-p---mg-'];1;1
674;πληροῦντες;['πληρόω'];['v-pppamn-'];1;1
675;φασὶν;['φημί'];['v3ppia---'];1;1
676;χαλκοῖς;['χαλκός'];['n-p---md-'];1;1
677;τρίποσιν;['τρίπους'];['a-p---md-'];1;1
678;πολλῶν;['πολύς'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-'];1;3
679;μεγάλων;['μέγας'];['a-p---mg-', 'a-p---mg_', 'a-p---ng-', 'a-p---ng_', 'a-p---ngp'];1;5
680;χρησάμενοι;['χράω'];['v-papmmn-'];1;1
681;προαποπληρώσαντες;['προαποπληρόω'];['v-papamn-'];1;1
682;τάς;['ὁ'];['l-p---fa-'];1;1
683;εἰσβολὰς;['εἰσβολή'];['n-p---fa-'];1;1
684;διόδους;['δίοδος'];['n-p---fa-'];1;1
685;εὐρύχωρα;['εὐρύχωρος'];['a-p---na-'];1;1
686;πολίσματος;['πόλισμα'];['n-s---ng-'];1;1
687;ἐκώλυσαν;['κωλύω'];['v3paia---'];1;1
688;εἰσβάλλειν;['εἰσβάλλω'];['v--pna---'];1;1
689;ἐπιχειροῦντας;['ἐπιχειρέω'];['v-pppama-'];1;1
690;πόλισμα;['πόλισμα'];['n-s---na-'];1;1
691;δοκεῖ;['δοκέω'];['v3spia---'];1;1
692;ἀγχινόως;['ἀγχίνοος'];['d--------'];1;1
693;ἀσφαλείας;['ἀσφάλεια'];['n-s---fg-'];1;1
694;διαλῦσαι;['διαλύω'];['v--ana---'];1;1
695;παραπλησίως;['παραπλήσιος'];['d--------'];1;1
696;Ἡρακλείᾳ;['Ἡράκλεια'];['n-s---fd-'];1;1
697;Πόντῳ;['Πόντος'];['n-s---md-'];1;1
698;οὔσης;['εἰμί'];['v-sppafg-'];1;1
699;δημοκρατίας;['δημοκρατία'];['n-s---fg-'];1;1
700;ἐπιβουλευόντων;['ἐπιβουλεύω'];['v-pppamg-'];1;1
701;προγνόντες;['προγιγνώσκω'];['v-papamn-'];1;1
702;προστάται;['προστάτης'];['n-p---mn-'];1;1
