;form;lemmi_relation;lemmi_definitivo
2639;ἀν;['εἰς', 'ἐάν', 'ἐν', 'ἔν'];['ἀν']
2642;γῆς;['Γαῖα', 'γῆ'];['γῆ']
2646;συνιέναι;['συνίημι', 'σύνειμι2'];['συνίημι']
2665;ἧττον;['ἥσσων'];['κακός']
2678;Εὐριπίδῃ;['Εὐριπίδης', 'εὐριπίδης'];['Εὐριπίδης']
2685;ἔχθρας;['ἔχθρα', 'ἔχθρη'];['ἔχθρα']
2688;φύντες;['φύς'];['φύω']
2706;λήθην;['λήθη', 'λανθάνω'];['λανθάνω']
2707;ἐμπεσόντες;['ἐμπίτνω'];['ἐμπίπτω']
2736;ψηφίζεσθαι;['ψηφίζομαι', 'ψηφίζω'];['ψηφίζω']
2746;Σπάρτην;['Σπάρτη', 'σπάρτη'];['Σπάρτη']
2749;χρώμενοι;['χράομαι', 'χράω1', 'χράω2', 'χραύω'];['χράω']
2763;ψηφίσωνται;['ψηφίζομαι', 'ψηφίζω'];['ψηφίζω']
2775;εἴασε;['εἰάζω', 'ἐάω'];['ἐάω']
2781;πλείστου;['πλεῖστος', 'πολύς'];['πολύς']
2784;ἐποιοῦντο;['ποιέω', 'ποιόω'];['ποιέω']
2804;νομοθετῶν;['νομοθέτης', 'νομοθετέω'];['νομοθέτης']
2809;γυναικῶν;['γυνhv', 'γυνή'];['γυνή']
2814;ἀναμειγνυμένη;['ἀναμίσγω'];['ἀναμίγνυμι']
2823;εἰργόμενον;['ἔργω1'];['ἔργω']
2849;περιεῖναι;['περίειμι1'];['περίειμι']
2864;φύσιν;['φύς', 'φύσις'];['φύσις', 'φύω']
2869;χρώμενος;['χράομαι', 'χράω', 'χράω2', 'χραύω'];['χράω']
2876;τό;['ὁ', 'ὅς'];['ὁ']
2881;πρόχειρον;['πρόχειρον', 'πρόχειρος'];['πρόχειρον']
2882;λέξετε;['λέγω3'];['λέγω']
2905;συνών;['σύνειμι1'];['σύνειμι']
2906;θεῶν;['θέα', 'θέος', 'θεά', 'θεός'];['θέα', 'θέος']
2923;ἐλεήσειεν;['ἐλεάω'];['ἐλεέω']
2924;ἐλεήσας;['ἐλεάω', 'ἐλεέω'];['ἐλεέω']
2927;παρῶμεν;['πάρειμι1', 'παρίημι'];['πάρειμι', 'παρίημι']
2932;ὑπεριδών;['ὑπέρ-εἶδον'];['ὑπεροράω']
2934;ἣ;['ὁ', 'ὅς'];['ὁ']
2939;πλείστους;['πλεῖστος', 'πολύς'];['πολύς']
2949;καθάπερ;['καθά', 'καθάπερ'];['καθάπερ']
2953;δᾳσὶν;['δαίς1'];['δαίς']
2979;νέων;['νέος', 'νέος1'];['νέος']
2982;σφόδρα;['σφόδρα'];['σφοδρός']
2984;ῥηθήσεσθαι;['ἐρῶ'];['λέγω']
2989;κρείττων;['κρατύς', 'κρείσσων'];['ἀγαθός']
3005;ἁθρόους;['ἀθρόος'];['ἁθρόος']
3011;ἐμνήσθη;['μιμνήσκω'];['μιμνῄσκω']
3014;τίνων;['τίς', 'τις'];['τις']
3021;παρίασιν;['πάρειμι2'];['πάρειμι']
3029;κεχρημένοι;['χράω2'];['χράω']
3033;κεχρημένων;['χράω2'];['χράω']
3037;ῥᾷόν;['ῥάιος', 'ῥᾴδιος'];['ῥᾴδιος']
3056;ξένους;['ξένος', 'ξένος1', 'ξένος2'];['ξένος']
3075;καταλείπεται;['καταλιμπάνω'];['καταλείπω']
3108;ἀναμνησθέντες;['ἀναμιμνήσκω'];['ἀναμιμνῄσκω']
3110;προσήκουσαν;['προσήκω', 'προσακούω'];['προσήκω']
3121;Κλεαγόρου;['Κλεαγόρος'];['Κλεαγόρας']
3136;ἰδεῖν;['εἶδον', 'ἰδέω', 'ὁράω'];['ὁράω']
3139;Διονυσίοις;['Διονύσια', 'Διονύσιον', 'Διονύσιος'];['Διονύσια']
3140;κωμῳδῶν;['κωμῳδέω', 'κωμῳδός'];['κωμῳδός']
3144;εἰπόντος;['εἶπον'];['λέγω']
3150;Τιμαρχώδεις;['Τιμάρχος'];['Τιμαρχώδης']
3155;Φειδίαν;['Φειδίης'];['Φειδίας']
3157;Μελησίου;['Μελησίης'];['Μελησίας']
3162;ἁμιλληθέντα;['ἁμιλλάομαι'];['ἁμιλλάω']
3163;μαρτύρων;['μάρτυρος', 'μάρτυς'];['μάρτυς']
3171;θεραπείᾳ;['θεραπεία', 'θεραπείη'];['θεραπεία']
3176;μέλει;['μέλος', 'μέλω'];['μέλω']
3179;ξένον;['ξένος', 'ξένος1', 'ξένος2'];['ξένος']
3180;ἄρχοντα;['ἄρχω', 'ἄρχων'];['ἄρχω']
3203;ἀπορεῖν;['ἀπορέω', 'ἀφοράω'];['ἀπορέω']
3208;ἐρωμένους;['ἐράομαι', 'ἐράω1'];['ἐράω']
3216;πότερα;['πότερον', 'πότερος'];['πότερος']
3217;καταλιπὼν;['καταλείπω', 'καταλιμπάνω'];['καταλείπω']
3227;οὐδαμοῦ;['οὐδαμοῦ', 'οὐδαμός'];['οὐδαμός']
3230;ἀγὼ;['ἐγώ', 'ἐγὼ'];['ἐγώ']
3233;ἔστ᾽;['εἰμί', 'ἔστε'];['ἔστε']
3237;σκοπῶν;['σκοπάω', 'σκοπέω', 'σκοπός'];['σκοπέω']
3246;ἀπέστη;['ἀπίστημι', 'ἀφίστημι', 'ἀφεστήξω'];['ἀφίστημι']
3248;ἡδονὰς;['ἡδονά', 'ἡδονή'];['ἡδονή']
3259;ποιούμεθα;['ποιέω', 'ποιόω'];['ποιέω']
3265;προσδεῖται;['προσδέομαι', 'προσδέω', 'προσδέω1'];['προσδέω']
3271;λεγόμενον;['λέγω3'];['λέγω']
3282;ποιῶν;['ποιέω', 'ποιόω'];['ποιέω']
3295;ξυνών;['σύνειμι1'];['σύνειμι']
3303;λέξει;['λέγω3'];['λέγω']
3308;εἰρῆσθαι;['εἰρέω', 'ἐρῶ'];['λέγω']
3310;διέξεισι;['διέξειμι', 'διεξίημι'];['διέξειμι']
3315;ἄπεισιν;['ἄπειμι1', 'ἄπειμι2'];['ἄπειμι']
3323;κἀγὼ;['ἐγώ'];['καί ἐγώ']
3337;σύνηθες;['συνήθης', 'σύνηθης'];['συνήθης']
3340;προϊδόμενος;['προεῖδον'];['προοράω']
3346;προσιὼν;['πρόσειμι1'];['πρόσειμι']
3365;διωρισμένων;['διά-ὁρίζω'];['διορίζω']
3378;ἀναμειχθήσεται;['ἀναμίσγω'];['ἀναμίγνυμι']
3386;ἔλαττον;['ἐλάσσων', 'ἐλαχύς'];['ἐλαχύς']
3394;εὐθύνας;['εὐθύνω', 'εὔθυνα'];['εὔθυνα']
3397;ὅτ᾽;['ὅτε', 'ὅτι2'];['ὅτε', 'ὅτι']
3398;ἔν;['εἰς', 'ἐν', 'ἔν'];['ἐν']
3399;τῳ;['τις', 'ὁ'];['τις']
3402;λέγοι;['λέγω3'];['λέγω']
3408;συγγενῆ;['συγγενής', 'συγγενεύς'];['συγγενής']
3411;Ἀλεξάνδρῳ;['̓Αλέξανδρος', 'Ἀλέξανδρος'];['̓Αλέξανδρος']
3412;διείλεγμαι;['διά-λέγω2'];['διαλέγω']
3425;λέγοντος;['λέγω', 'λέγω2', 'λέγω3'];['λέγω']
3433;περιῄει;['περί-εἶμι'];['περίειμι']
3443;κατιδὼν;['κατεῖδον'];['καθοράω']
3448;νοῦν;['νόος', 'νὸος'];['νόος']
3469;ἐφόδια;['ἐφόδια'];['ἐφόδιον']
3470;τρία;['τρία', 'τρεῖς'];['τρεῖς']
3489;Κριτίαν;['Κριτίης'];['Κριτίας']
3505;μεταλλάξας;['μεταλήγω'];['μεταλλάσσω']
3578;κεῖσθαι;['κέω', 'κεῖμαι'];['κεῖμαι']
3592;ἰδὼν;['εἶδον', 'ὁράω'];['ὁράω']
3602;ἐλέγετε;['λέγω1'];['λέγω']
3613;εἰρήκει;['ἐρῶ'];['λέγω']
3625;Ἀρείου;['̓Αρείος', 'Ἄρειας', 'Ἄρειος'];['Ἄρειος']
3626;πάγου;['πάγος', 'πᾶγος'];['πάγος']
3635;Ἀρεοπαγῖται;['Ἀρεοπαγῖτης'];['Ἀρεοπαγίτης']
3642;μικρῷ;['μικρός', 'σμικρός'];['μικρός']
3655;οὐδ᾽;['οὐδέ', 'οὐδός2'];['οὐδέ']
3661;ἐπιτιμήσων;['ἐπί-τιμέω'];['ἐπιτιμάω']
3665;παρούσης;['πάρειμι', 'πάρειμι1', 'παρόω'];['πάρειμι']
3671;ἐναντίον;['ἐναντίον', 'ἐναντίος'];['ἐναντίος']
3680;λὲγοντος;['λέγω1'];['λέγω']
3686;ἐλέγχου;['ἔλεγχος2'];['ἔλεγχος']
3687;ἐμνήσθην;['μιμνήσκω'];['μιμνῄσκω']
3697;ἐνεχείρουν;['ἐν-χειρέω', 'ἐν-χειρόω'];['ἐγχειρέω']
3707;ἥνπερ;['ὅς', 'ὅσπερ'];['ὅσπερ']
3722;ἐνεχείρησ᾽;['ἐν-χειρέω'];['ἐγχειρέω']
3727;μὰ;['μά', 'μὰ'];['μά']
3728;Ἡρακλέα;['Ἡράκλεα', 'Ἡρακλέης', 'Ἡρακλῆς'];['Ἡρακλέης']
3735;κακῶν;['κάκη', 'κακός', 'κακόω'];['κακός', 'κακόω']
3769;ὁδός;['ὁδός2'];['ὁδός']
3787;χρήσασθε;['χράω2'];['χράω']
3792;εἰπόντας;['εἶπον'];['λέγω']
3807;εἰπὼν;['εἶπον'];['λέγω']
3809;πιστότερον;['πιστός1', 'πιστός2'];['πιστός']
3812;παρόντος;['πάρειμι', 'πάρειμι1'];['πάρειμι']
3815;λεγόμενοι;['λέγω1', 'λέγω3'];['λέγω']
3816;ἐλέγοντο;['λέγω3'];['λέγω']
3817;τῇδε;['τῇδε', 'ὅδε'];['ὅδε']
3819;ῥηθησόμενοι;['ῥέομαι'];['λέγω']
3821;πλείονι;['πλείων'];['πολύς']
3822;καίτοι;['καί', 'καί τοι', 'καίτοι'];['καίτοι']
3846;ἀποδημίας;['ἀποδημία', 'ἀποδημίη'];['ἀποδημία']
3854;μέμνημαι;['μιμνήσκω'];['μιμνῄσκω']
3870;ἀξίας;['ἀξία', 'ἄξιος'];['ἄξιος']
3876;ἡδονάς;['ἡδονά', 'ἡδονή'];['ἡδονή']
3877;κἂν;['κἀν', 'κἄν', 'ἐάν'];['καὶ ἄν']
3895;ἐπισταμένην;['ἐφίστημι'];['ἐπίσταμαι']
3896;λεπτὰ;['λεπτόν', 'λεπτός'];['λεπτόν']
3907;πρόσεστιν;['πρόσειμι1'];['πρόσειμι']
3913;ὕστερον;['ὕστερον', 'ὕστερος'];['ὕστερος']
3926;στάδια;['στάδιον', 'στάδιος'];['στάδιον']
3950;πλείους;['πλέως', 'πλείων', 'πλείωνίων'];['πολύς']
3955;ἑπτὰ;['ἑπτά', 'ἑπτάς', 'ἑπτὰ'];['ἑπτά']
3961;κάλλιον;['κάλλιον', 'καλός'];['καλός']
3970;ἐλάττους;['ἐλάσσων'];['ἐλαχύς']
3972;ἀναμνήσας;['ἀναμιμνήσκω'];['ἀναμιμνῄσκω']
3983;φανεῖται;['φαίνω', 'φανάω'];['φαίνω']
3992;ἰδών;['εἶδον'];['ὁράω']
3998;δεόμενος;['δέομαι', 'δέω1', 'δέω2'];['δέω']
4007;ἀπήλλακτο;['ἀπαλλαξείω'];['ἀπαλλάσσω']
4013;μάτην;['μάτη', 'μάτην'];['μάτην']
4018;ἠνώχλει;['ἀνά-ὀχλέω'];['ἐνοχλέω']
4029;ὁδόν;['ὁδός1', 'ὁδός2'];['ὁδός']
4043;δήσαντες;['δέω1'];['δέω']
4046;πληγὰς;['πληγάς', 'πληγή'];['πληγή']
4057;ἐπῄει;['ἔπειμι2'];['ἔπειμι']
4062;ἐδέοντο;['δέομαι', 'δέω', 'δέω1', 'δέω2'];['δέω']
4064;λέγοντες;['λέγω', 'λέγω2', 'λέγω3'];['λέγω']
4085;ἦγεν;['ἄγω', 'ἔσσομαι'];['ἄγω']
4088;κακοῦ;['κακός', 'κακός·'];['κακός']
4089;προσπίπτει;['προσπίτνω'];['προσπίπτω']
4095;λήξεις;['λῆξις2'];['λήξις']
4102;χρησαμένῳ;['χράω2'];['χράω']
4111;χαριζόμενος;['χαρίζομαι', 'χαρίζω'];['χαρίζω']
4113;παρῄει;['πάρειμι2'];['πάρειμι']
4115;Ἀριστοφῶντι;['Ἀριστοφών'];['Ἀριστοφῶν']
4119;Κρωβύλος;['κρωβύλος'];['Κρώβυλος']
4135;νίκην;['νίκη', 'νῖκος'];['νίκη']
4147;ἐπειδήπερ;['ἐπεί'];['ἐπειδήπερ']
4155;ἄπεστιν;['ἄπειμι1'];['ἄπειμι']
4157;κληρούχων;['κλήρουχος'];['κληροῦχος']
4167;δουλείας;['δουλεία', 'δούλειος'];['δούλειος']
4171;ἑξῆς;['ἐξῆς', 'ἑξῆς'];['ἐξῆς']
4194;ἐχρησάμην;['χράω2'];['χράω']
4199;κἀκεῖνό;['ἐκεῖνος'];['καὶ ἐκεῖνος']
4201;ἐθέλει;['ἐθέλω'];['θέλω']
4202;πάρεισιν;['πάρειμι', 'πάρειμι1', 'πάρειμι2'];['πάρειμι']
4224;Ἀντικλέους;['Ἀντικλέης', 'Ἀντικλῆς'];['Ἀντικλέης']
4226;βελτιόνων;['βελτίων'];['ἀγαθός']
4243;εἶδεν;['εἶδον', 'ὁράω'];['ὁράω']
4287;ὁδῷ;['ὁδός1', 'ὁδός2'];['ὁδός']
4298;καταλιπὸν;['καταλιμπάνω'];['καταλείπω']
4320;μνησθῶ;['μιμνήσκω'];['μιμνῄσκω']
4340;μετὸν;['μέτειμι1'];['μέτειμι']
4342;προσδεῖσθαι;['προσδέομαι', 'προσδέω'];['προσδέω']
4345;ἐδέησε;['δέω2', 'δεῖ'];['δέω']
4358;ἐψηφίσασθε;['ψηφίζομαι', 'ψηφίζω'];['ψηφίζομαι']
4362;εἴποιμ᾽;['εἶπον'];['λέγω']
4364;διείλεχθε;['διά-λέγω2'];['διαλέγω']
4365;ὑπομνήσω;['ὑπομιμνήσκω'];['ὑπομιμνῄσκω']
4368;ἄπειρος;['ἄπειρος1', 'ἄπειρος2', 'ἤπειρος'];['ἄπειρος']
4376;ἐχρῆν;['χρή'];['χράω']
4381;ἀδελφῶν;['ἀδελφή', 'ἀδελφός'];['ἀδελφός']
4385;εἰκὸς;['εἰκός', 'ἔοικα'];['ἔοικα']
4386;τεθνεῶτι;['θνήσκω', 'θνῄσκω'];['θνῄσκω']
4388;δʼ;['δέ', 'μηδέ'];['δέ']
4391;γʼ;['γέ', 'γε'];['γε']
4394;·;['punc1', '·'];['punc']
4407;τʼ;['τέ', 'τε'];['τε']
4408;ἀντέσπευδε;['ἀντί-σπεύδω'];['ἀντισπεύδω']
4409;ἔλεγχον;['ἔλεγχος', 'ἔλεγχος2'];['ἔλεγχος']
4413;[;['punc1'];['[']
4415;];['punc1'];[']']
4419;ἡγεῖτο;['ἁγέομαι', 'ἡγέομαι'];['ἡγέομαι']
4432;πατρὶ;['πατήρ', 'πατρίς'];['πατήρ']
4435;φαρμάκοις;['φάρμακον', 'φάρμακος'];['φάρμακος']
4440;πλὴν;['πλήν', 'πλὴν'];['πλήν']
4442;ἀλλʼ;['ἀλλά', 'ἄλλος'];['ἀλλά']
4452;λέγοιεν;['λέγω3'];['λέγω']
4453;—;['nan', 'punc1', '—'];['punc']
4455;χρῆσθαι;['χράομαι', 'χράω', 'χράω1', 'χράω2', 'χραύω'];['χράω']
4468;τάχιστα;['τάχιστος', 'ταχύς'];['ταχύς']
4478;θέλων;['ἐθέλω'];['θέλω']
4481;ἀντʼ;['ἀντέ', 'ἀντί'];['ἀντί']
4483;ἐθελόντων;['ἐθέλω'];['θέλω']
4486;θέλοντος;['ἐθέλω'];['θέλω']
4489;φονῆς;['φονεύς'];['φονή']
4490;γραφὴ;['γραφή', 'γραφὴ'];['γραφή']
4504;οἰκεῖον;['οἰκέω', 'οἰκείω', 'οἰκεῖος'];['οἰκεῖος']
4522;κἀγαθὸς;['ἀγαθός'];['καὶ ἀγαθός']
4529;φίλην;['φίλος', 'φῖλος'];['φίλος']
4539;τεθνηκότι;['θνήσκω'];['θνῄσκω']
4541;ἀπολελειμμένῳ;['ἀπολιμπάνω'];['ἀπολείπω']
4546;ἔλεξεν;['λέγω3'];['λέγω']
4559;ἐθελήσει;['ἐθέλω'];['θέλω']
4566;πλεῖν;['πλέω', 'πλείων'];['πλέω']
4568;ὁδοῦ;['ὁδός', 'ὁδός1', 'ὁδός2'];['ὁδός']
4571;θύσαντα;['θύω1'];['θύω']
4577;εἰκός;['εἰκός', 'ἔοικα'];['ἔοικα']
4578;ἔθυεν;['θύω1'];['θύω']
4579;ἐτέθυτο;['θύω1'];['θύω']
4585;βέλτιον;['βελτίων'];['ἀγαθός']
4586;δεῖπνον;['δεῖπνοn', 'δεῖπνον', 'δεῖπνος'];['δεῖπνον', 'δεῖπνος']
4593;λοιπὰ;['λοιπάς', 'λοιπός'];['λοιπός']
4598;θύων;['θύω', 'θύω1'];['θύω']
4602;παρʼ;['nan', 'παρά'];['παρά']
4608;ἐγχέουσα;['ἐγχύνω'];['ἐγχέω']
4611;ἐνέχει;['ἐγχύνω'];['ἐνέχω']
4622;μεταχειριζόμενοι;['μεταχειρίζομαι'];['μεταχειρίζω']
4625;πόσιν;['πόσις1', 'πόσις2'];['πόσις']
4626;εὐθέως;['εὐθέως', 'εὐθής', 'εὐθύς', 'εὐθύς1', 'εὐθύς2'];['εὐθέως']
4627;ἀποθνῄσκει;['ἀποθνήσκω'];['ἀποθνῄσκω']
4630;ἐμπίπτει;['ἐμπίτνω'];['ἐμπίπτω']
4636;ἐπίχειρα;['ἐπίχειρα'];['ἐπίχειρον']
4644;θέλωσιν;['ἐθέλω'];['θέλω']
4647;δεήσομαι;['δέω2'];['δέω']
4648;δεήσεται;['δέω2'];['δέω']
4674;ἀποθνῃσκόντων;['ἀποθνήσκω'];['ἀποθνῄσκω']
4675;ἀποθνῄσκειν;['ἀποθνήσκω'];['ἀποθνῄσκω']
4692;παριδοῦσα;['παρεῖδον'];['παροράω']
4696;ποῖ;['ποι', 'ποῖ'];['ποῖ']
4699;πότερον;['πότερον', 'πότερος'];['πότερος']
4703;τεθνεῶτα;['θνήσκω'];['θνῄσκω']
4717;ἀπέθανε;['ἀποθνήσκω'];['ἀποθνῄσκω']
4718;ἀπέθανεν;['ἀποθνήσκω', 'ἀποθνῄσκω'];['ἀποθνῄσκω']
4726;ἐλεεῖν;['ἐλεάω', 'ἐλεέω'];['ἐλεέω']
4727;αἰδοῦς;['αἰδώ', 'αἰδώς'];['αἰδώς']
4734;ἐλεῆσαι;['ἐλεάω', 'ἐλεέω'];['ἐλεέω']
4742;-θʼ;['οὔτε', 'τέ', 'τε'];['τε']
4744;-τʼ;['μήτε', 'οὔτε', 'τε'];['τε']
4752;τόλμης;['τόλμα', 'τόλμη'];['τόλμα']
4770;δύνωνται;['δύναμαι', 'δύωνομαι'];['δύναμαι']
4772;ἀποθανεῖν;['ἀποθνήσκω', 'ἀποθνῄσκω'];['ἀποθνῄσκω']
4777;λέγουσιν;['λέγω2', 'λέγω3'];['λέγω']
4781;κἀμοὶ;['ἐγώ'];['καί ἐγώ']
4793;ἄλλως;['ἄλλος', 'ἄλλως'];['ἄλλος']
4794;ἀποθανόντος;['ἀποθνήσκω'];['ἀποθνῄσκω']
4818;μὴν;['μήv', 'μήν', 'μείς'];['μήν']
4824;τίνες;['τ́ις', 'τίς', 'τις'];['τις']
4828;<;['punc1'];['<']
4829;>;['punc1'];['punc']
4835;δεῖται;['δέομαι', 'δέω2'];['δέω']
4839;λέγομεν;['λέγω3'];['λέγω']
4840;μαρτυρουμένων;['μαρτυρέω', 'μαρτύρομαι'];['μαρτυρέω']
4843;ἔλεγχος;['ἔλεγχος', 'ἔλεγχος1', 'ἔλεγχος2'];['ἔλεγχος']
4849;πιστῶς;['πιστός', 'πιστός2'];['πιστός']
4856;ἀποθανὼν;['ἀποθνήσκω'];['ἀποθνῄσκω']
4860;ἀποθανόντι;['ἀποθνήσκω'];['ἀποθνῄσκω']
4881;παρούσας;['πάρειμι1', 'παρόω'];['πάρειμι']
4883;ἀνακλαύσασθαι;['ἀνακλάω'];['ἀνακλαίω']
4884;ἀπορῶ;['ἀπορέω', 'ἀφοράω'];['ἀπορέω']
4887;κακουργότατα;['κάκουργος'];['κακοῦργος']
4907;περιεργαστέον;['περιεργαστέον'];['περιεργαστέος']
4919;παιομένοις;['παίω1'];['παίω']
4920;εἰκότερον;['εἰκότως'];['ἐοικότως']
4921;πυθόμενον;['πυνθάνομαι', 'πύθω'];['πυνθάνομαι']
4925;ἀπολιπόντα;['ἀπολείπω', 'ἀπολιμπάνω'];['ἀπολείπω']
4937;κακούργους;['κάκουργος', 'κακοῦργος'];['κακοῦργος']
4943;ἀπήλλαγμαι;['ἀπαλλαξείω'];['ἀπαλλάσσω']
4949;κακούργων;['κάκουργος'];['κακοῦργος']
