,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
259,σημεῖον,  ,σημεῖον,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
260,αὐτή,αὐτός,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,λευκά,λευκός,λευκόν,,,,,,,,,,,,,,,,,,,,,,,,,,
262,θυρίς,θυρίς,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,γυμναί,γυμνός,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,αὐτάς,αὐτός,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,γυναιξίν,γυνή,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,καλοί,καλός,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,πολλά,,πολύς,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
268,πράγματος,πρᾶγμα,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,ποιοῦσας,ποιέω,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,αὐτός,αὐτός,,,,,,,,,,,,,,,,,,,,p-s---mn-,,,,,,,
271,τινί,,τις,,,,,,,,,,,,,,,,,,,a-s---nd-,,,,,,,
272,τρυφήν,τρυφή,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,μικρά,μικρός,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,αὐτά,αὐτός,,,,,,,,,,,,,,,,,,,,a-p---nn-,p-p---na-,,,,,,
275,κωμικός,κωμικός,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,στρουθόν,στρουθός,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,πολιτικόν,πολιτικός,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,πολλάς,πολύς,,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
279,[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,μεταβολή,μεταβολή,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,αὐλόν,αὐλός,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,αὐληταί,αὐλητής,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Ὧρων,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,κορσωτεύς,κορσωτεύς,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Καρδιηνούς,Καρδιηνός,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Καρδιηνοί,Καρδιηνός,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,αὐλητρίς,αὐλητρίς,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Κρότωνα,Κρότων,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Συρακοσίοις,,Συρακόσιος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
290,χρυσῷ,  ,χρυσός,,χρύσεος,,,,,,,,,,,,,,,,,a-s---md-,a-s---nd-,n-s---md-,,,,,
291,πορφυρᾶς,,,πορφύρεος,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
292,ἐκπορεύεσθαι,,ἐκπορεύω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
293,ἐξιέναι,,ἐξίημι,ἔξειμι,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
294,γυναικονόμων,γυναικονόμος,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
295,θεραπαινίδος,,θεραπαινίς,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
296,ἐξοκείλαντες,ἐξοκέλλω,,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
297,περιττόν,περισσός,,,,,,,,,,,,,,,,,,,,a-s---ma-,a-s---na-,,,,,,
298,πρεσβευτῶν,,,,πρεσβευτής,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
299,μηνίσαντος,,μηνίω,,,,,,,,,,,,,,,,,,,v-sapang-,,,,,,,
300,δαιμονίου,δαιμόνιον,,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
301,ἕως,,,ἕως,,,,,,,,,,,,,,,,,,c--------,r--------,,,,,,
302,Τήλυος,,Τῆλυς,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
303,Ὀλυμπίων,,Ὀλύμπιος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
304,ἐξελεῖν,,ἐξαιρέω,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
305,ἐξώκειλαν,ἐξοκέλλω,,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
306,ἠμφιεσμένον,,ἀμφιέννυμι,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
307,κρηπῖδας,κρηπίς,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
308,συνὼν,σύνειμι,,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
309,Κύρου,  ,,Κῦρος,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
310,ἐκδύσαντες,,ἐκδύω,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
311,ἑβδόμαις,,ἕβδομος,,,,,,,,,,,,,,,,,,,a-p---fd-,,,,,,,
312,ἐπηρείας,ἐπήρεια,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
313,χρῶτα,χρώς,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
314,παραλεαίνεσθαι,,παραλεαίνω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
315,κατάρξαι,,κατάρχω,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
316,ποδηγηθέντες,ποδηγέω,,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
317,Ἰαπύγων,Ἰάπυγες,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
318,Καρβινατῶν,,Καρβινᾶται,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
319,δαιμόνιον,δαιμόνιον,,,,,,,,,,,,,,,,,,,,n-s---nn-,,,,,,,
320,χέονται,,χέω,,,,,,,,,,,,,,,,,,,v3ppie---,,,,,,,
321,θύουσι,θύω,,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
322,εἶθ᾽,,,,εἶτα ,,,,,,,,,,,,,,,,,c--------,d--------,,,,,,
323,προκόμια,προκόμιον,,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
324,περιθετά,περίθετος,,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
325,φορῆσαι,,φορέω,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
326,καλλίονας,,καλός,,,,,,,,,,,,,,,,,,,a-p---fac,,,,,,,
327,προειπόντας,,προλέγω,,,,,,,,,,,,,,,,,,,v-papama-,,,,,,,
328,κρείττοσιν,ἀγαθός,,,,,,,,,,,,,,,,,,,,a-p---mdc,,,,,,,
329,Μασσαλιῶται,,Μασσαλιώτης,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
330,Σῖριν,,Σῖρις,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
331,ἐπεχωρίασεν,,ἐπιχωριάζω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
332,ἀμιτροχίτωνας,,ἀμιτροχίτωνες,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
333,Σίριος,,Σῖρις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
334,Σῖρις,,Σῖρις,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
335,Δεσμώτιδι,δεσμῶτις,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
336,Σίριδος,Σῖρις,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
337,ἔκτισαν,κτίζω,,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
338,Πόντον,,πόντος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
339,ἔχθρας,ἔχθρα,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
340,ἀγαπῶντες,,ἀγαπάω,,,,,,,,,,,,,,,,,,,v-pfpamn-,v-pppamn-,,,,,,
341,Γέργιθας,Γέργιθος,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
342,συνηλοίησαν,συναλοάω,,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
343,παρανομωτάτῳ,παράνομος,,,,,,,,,,,,,,,,,,,,a-s---mds,,,,,,,
344,κατεπίττωσαν,,καταπισσόω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
345,Γεργίθων,Γέργιθος,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
346,ἀπτολεμίστων,ἀπτολέμιστος,,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
347,πισσήρων,πισσήρης,,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
348,πλησιοχώροις,πλησιόχωρος,,,,,,,,,,,,,,,,,,,,a-p---md-,,,,,,,
349,κἀπιχώρια,,καί ἐπιχώριος,,,,,,,,,,,,,,,,,,,a-p---nn-,,,,,,,
350,εὐροίας,,εὔροια,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
351,κατασχούσης,κατέχω,,,,,,,,,,,,,,,,,,,,v-sppafg-,,,,,,,
352,ἐποίκιλλον,ποικίλλω,,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
353,τοὔνειδος,τὸ ὄνειδος,,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
354,προέστησαν,,προίστημι,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
355,ἄδακρυς,,ἄδακρυς,,,,,,,,,,,,,,,,,,,a-s---fn-,,,,,,,
356,κουρὰν,κουρά,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
357,ἀπεσκυθίσθαι,,ἀποσκυθίζω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
358,Στρατιώταις,,στρατιώτης,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
359,νεανικῇ,νεανικός,,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
360,σφρίγει,σφρίγος,,,,,,,,,,,,,,,,,,,,v2spma---,,,,,,,
361,Ἀβυδόθ᾽,,Ἄβυδος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
362,Τριφάλητι,,τριφάλης,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
363,Ἰώνων,Ἰάονες,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
364,προσκείμενοι,,,πρόσκειμαι,,,,,,,,,,,,,,,,,,v-pppemn-,v-prpemn-,,,,,,
365,σαυτοῦ,,σεαυτοῦ,,,,,,,,,,,,,,,,,,,p-s---mg-,p-s---ng-,,,,,,
366,ὁμοίους,,ὅμοιος,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
367,Μαιάνδρῳ,Μαίανδρος,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
368,πορφυρᾶ,,πορφύρεος,,,,,,,,,,,,,,,,,,,a-p---nn-,,,,,,,
369,σαράπεις,σάραπις,,,,,,,,,,,,,,,,,,,,n-p---fn-,,,,,,,
370,πορφυροῖ,,πορφύρεος,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
371,καλασίρεις,καλάσιρις,,,,,,,,,,,,,,,,,,,,n-p---fn-,,,,,,,
372,είσι,εἰμί,,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
373,πορφυραῖ,,πορφύρεος,,,,,,,,,,,,,,,,,,,a-p---fn-,,,,,,,
374,φλογίνας,,φλόγινος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
375,ἀκταίας,,ἀκταῖος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
376,χρυσοῖς,,,χρύσεος,,,,,,,,,,,,,,,,,,a-p---md-,n-p---md-,,,,,,
377,πορφυρῷ,,πορφύρεος,,,,,,,,,,,,,,,,,,,a-s---nd-,,,,,,,
378,εἴσι,εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Ἀσίου,Ἄσιος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
380,χλιδῶνας,χλίδων,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
381,βραχίοσιν,βραχίων,,,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,
382,Ἡραίων,Ἡραῖα,,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
383,κατεκτενισμένοι,,κατακτενίζω,,,,,,,,,,,,,,,,,,,v-prpemn-,,,,,,,
384,κόμας,,κόμη,,,,,,,,,,,,,,,,,,,n-p---fa-,n-s---fa-,,,,,,
385,Ἡραῖον,Ἡραῖον,,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
386,φοίτεσκον,φοιτάω,,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
387,χιονέοισι,χιόνεος,,,,,,,,,,,,,,,,,,,,a-p---md-,,,,,,,
388,ᾐωρεῦντ᾽,αἰωρέω,,,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
389,χλιδῶνες,χλίδων,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
390,ὑπασπίδιον,ὑπασπίδιος,,,,,,,,,,,,,,,,,,,,a-s---ma-,,,,,,,
391,Ἡδονῆς,,ἡδονή,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
392,Φύλαρχος,Φύλαρχος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
393,προῄεσαν,,,πρόειμι,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
394,διησκημένοι,διασκέω,,,,,,,,,,,,,,,,,,,,v-prpemn-,,,,,,,
395,τυραννίης,τυραννία,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
396,ᾔεσαν,εἶμι,,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
397,παναλουργέα,παναλουργής,,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
398,φάρε᾽,φάρος,,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
399,αὐχαλέοι,αὐχαλέος,,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
400,ἀγαλλομεν᾽,,ἀγαλλώ,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
401,ἀσκητοῖσ᾽,ἀσκητός,,,,,,,,,,,,,,,,,,,,a-p---nd-,,,,,,,
402,δευόμενοι,,δεύω1,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
403,ἐξελύθησαν,ἐκλύω,,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
404,ἡμῶν,,ἐγώ,,,,,,,,,,,,,,,,,,,p-p---mg-,p1p---mg-,,,,,,
405,μέσου,,μέσος,,,,,,,,,,,,,,,,,,,a-s---mg-,n-s---mg-,,,,,,
406,Θεόπομπος,Θεόπομπος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
407,πρώτῳ,,πρῶτος,,,,,,,,,,,,,,,,,,,a-s---mds,a-s---mds,a-s---nds,,,,,
408,τρυφεραμπεχόνων,τρυφεραμπέχονος,,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
409,ὥρμηται,,ὁρμάω,,,,,,,,,,,,,,,,,,,v3srie---,,,,,,,
410,Ἴωνάς,Ἰάονες,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
411,παρωκεανιτῶν,"παρωκεανῖται",,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
412,ὀγδόῃ,,,ὄγδοος,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
413,Φιλιππικῶν,Φιλιππικός,,,,,,,,,,,,,,,,,,,,a-p---fg-,a-p---ng-,n-p---mg-,,,,,
414,ἁβροδιαίτους,,ἁβροδίαιτος,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
415,Βυζαντίων,,Βυζάντιος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
416,ἐγεύσαντο,,γεύω,,,,,,,,,,,,,,,,,,,v3paim---,,,,,,,
417,σωφρονεστάτων,,σώφρων,,,,,,,,,,,,,,,,,,,a-p---mgs,,,,,,,
418,μετριωτάτων,μέτριος,,,,,,,,,,,,,,,,,,,,a-p---mgs,,,,,,,
419,φιλοπόται,φιλοπότης,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
420,ἐπιεικῶς,ἐπιεικής,,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
421,τετάρτῃ,τέταρτος,,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
422,ζῶσιν,ζάω,,,,,,,,,,,,,,,,,,,,v3ppia---,v3ppsa---,,,,,,
423,ὀρχηστρίσιν,,ὀρχηστρίς,,,,,,,,,,,,,,,,,,,n-p---fd-,,,,,,,
424,πολυτελέστατοι,,,πολυτελής,,,,,,,,,,,,,,,,,,a-p---mns,,,,,,,
425,Θετταλοί,Θεσσαλός,,,,,,,,,,,,,,,,,,,,n-p---mn-,n-p---mv-,,,,,,
426,Αἰτωλῶν,,Αἰτωλός,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
427,κατάχρεοι,κατάχρεος,,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
428,ἑτοιμότερον,,ἑτοῖμος,,,,,,,,,,,,,,,,,,,a-s---mac,a-s---nac,,,,,,
429,ὅσῳπερ,ὅσος,,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
430,πολυτελῶς,πολυτελής,,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
431,ἐκτενέστερον,,ἐκτενής,,,,,,,,,,,,,,,,,,,a-s---nac,,,,,,,
432,Δαιταλεῦσιν,,δαιταλεύς,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
433,ᾄδειν,ἀείδω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
434,Συρακοσίαν,,Συρακόσιος ,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
435,Συβαρίτιδὰς,Συβαρῖτις,,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
436,Λακαινᾶν,Λάκαινα,,,,,,,,,,,,,,,,,,,,n-p---fg-,,,,,,,
437,Ἐπιστολαῖς,ἐπιστολή,,,,,,,,,,,,,,,,,,,,n-p---fd-,,,,,,,
438,κοιμώμενον,,κοιμάω,,,,,,,,,,,,,,,,,,,v-sppema-,,,,,,,
439,μελλήσαι,μέλλω,,,,,,,,,,,,,,,,,,,,v3saoa---,,,,,,,
440,οὐκ,  ,οὐ,,,,,,,,,,,,,,,,,,,c--------,d--------,,,,,,
441,Κορινθίαν,Κορίνθιος,,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
442,φίλην,,φίλος,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
443,ἑκκαιδεκάτῃ,ἑκκαιδέκατος,,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
444,Συρίαν,Συρία,Σύριος,,,,,,,,,,,,,,,,,,,a-s---fa-,n-s---fa-,,,,,,
445,πόλεσιν,,πόλις,,,,,,,,,,,,,,,,,,,n-p---fd-,,,,,,,
446,συνόδους,σύνοδος,,,,,,,,,,,,,,,,,,,,n-p---fa-,n-p---ma-,,,,,,
447,χρώμενοι,,χράω,,,,,,,,,,,,,,,,,,,v-pppemn-,v-pppmmn-,,,,,,
448,ἐλαίῳ,,ἔλαιος,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
449,μύροις,μύρον,,,,,,,,,,,,,,,,,,,,n-p---md-,n-p---nd-,,,,,,
450,γαστριζόμενοι,γαστρίζω,,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
451,καταυλουμένους,καταυλέω,,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
452,χελωνίδος,χελωνίς,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
453,ὅλας,,ὅλος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
454,κελάδοις,κέλαδος,,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
455,συνηχεῖσθαι,,συνηχέω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
456,ἀδυνατοῦντες,ἀδυνατέω,,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
457,προσέκλιναν,,προσκλίνω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
458,λα᾽,λα᾽,,,,,,,,,,,,,,,,,,,,m--------,,,,,,,
459,ἀπείρους,ἄπειρος,,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
460,ἐξοκεῖλαι,ἐξοκέλλω,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
461,φλοιοὺς,φλοιός,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
462,μῆνας,,,μείς,,,,,,,,,,,,,,,,,,n-p---fa-,n-p---ma-,,,,,,
463,ια᾽,ια᾽,,,,,,,,,,,,,,,,,,,,m--------,,,,,,,
464,χλιδῶν,χλίδος,,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
465,ᾔνεσαν,,αἰνέω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
466,Ἀγάθων,̓Αγάθων,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
467,Πρώνακτος,,Πρῶναξ,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
468,πᾶσιν,,πᾶς,,,,,,,,,,,,,,,,,,,a-p---md-,a-p---nd-,n-s---fa-,,,,,
469,ἐκειράμεσθα,κείρω,,,,,,,,,,,,,,,,,,,,v1paim---,,,,,,,
470,παιζούσῃ,παίζω,,,,,,,,,,,,,,,,,,,,v-sppafd-,,,,,,,
471,κουρίμου,"κούριμος",,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
472,Κυμαικά,,Κυμαικός,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
473,Κτησίας,Κτησίης,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
474,Νίνυαν,,Νινύας,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
475,Νίνου,Νίνος,,,,,,,,,,,,,,,,,,,,n-s---fg-,n-s---mg-,n-s---ng-,,,,,
476,Σεμιράμιδος,Σεμίραμις,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
477,Ἀνακυνδαράξεω,Ἀνακυνδαράξης,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
478,Ἀναβαραξάρου,̓Αναβαραξάρος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
479,Σπαραμείζου,Σπαραμίζης,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
480,θεάσασθαι,θεάομαι,,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
481,ἐπετράπη,ἐπιτέρπομαι,ἐπιτρέπω,,,,,,,,,,,,,,,,,,,v3saip---,,,,,,,
482,ἐκείνου,εκεῖνος,,,,,,,,,,,,,,,,,,,,p-s---mg-,p-s---ng-,,,,,,
483,μεμελασμένον,,μελαίνω,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
484,κατεξυρημένον,,καταξυράω,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
485,κατακεκισηρισμένον,,κατακισηρίζω ,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
486,λευκότερος,λευκός,,,,,,,,,,,,,,,,,,,,a-s---mnc,,,,,,,
487,προσεῖδεν,προσοράω,,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
488,τοῖν,,,,ὁ,,,,,,,,,,,,,,,,,l-d---fd-,l-d---mg-,,,,,,
489,ὀφθαλμοῖν,ὀφθαλμός,,,,,,,,,,,,,,,,,,,,n-d---mg-,,,,,,,
490,ἐμπρήσαντα,ἐμπίμπρημι,ἐμπρήθω,,,,,,,,,,,,,,,,,,,v-sapama-,,,,,,,
491,βασιλείοις,,βασίλειον,βασίλειος,,,,,,,,,,,,,,,,,,a-p---md-,n-p---nd-,,,,,,
492,νήσαντα,νέω,,,,,,,,,,,,,,,,,,,,v-sapama-,,,,,,,
493,κἀνταῦθα,,καὶ ἐνταῦθα,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
494,ὑπεστόρεσε,ὑποστόρνυμι,,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
495,κατεκλίθη,,κατακλίνω,,,,,,,,,,,,,,,,,,,v3saip---,,,,,,,
496,κακούμενα,,,κακόω,,,,,,,,,,,,,,,,,,v-pppena-,,,,,,,
497,προπεπόμφει,προπέμπω,,,,,,,,,,,,,,,,,,,,v3slia---,,,,,,,
498,Νίνον,Νίνος,,,,,,,,,,,,,,,,,,,,n-s---fa-,n-s---ma-,,,,,,
499,χρυσίου,χρυσίον,,,,,,,,,,,,,,,,,,,,a-s---mg-,a-s---ng-,n-s---ng-,,,,,
500,ἐπεστέγασεν,,ἐπιστεγάζω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
501,μυρίας,μυρίος,,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
502,πορφύρας,,πορφύρα,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
503,ὑφάψαι,ὑφάπτω,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
504,ἐδόκουν,δοκέω,,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
505,ἐπιτελεῖν,,ἐπιτελέω,,,,,,,,,,,,,,,,,,,v--fna---,,,,,,,
506,ᾔδεσαν,,,,οἶδα,,,,,,,,,,,,,,,,,v3plia---,,,,,,,
507,ἐνῆν,,,,,ἔνειμι,,,,,,,,,,,,,,,,v1siia---,v3siia---,,,,,,
508,εὐδαιμονέστατος,εὐδαίμων,,,,,,,,,,,,,,,,,,,,a-s---mns,,,,,,,
509,καταγέλωτός,κατάγελως,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
510,ἔδειμε,"δέμω",,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
511,Ταρσὸν,Ταρσός,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
512,Σταθμῶν,Σταθμός,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
513,Νίνῳ,Νίνος,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
514,ἀντιχωννύντα,ἀντιχώννυμι,,,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
515,λιθίνῃ,λίθινος,,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
516,Χαλδαικοῖς,Χαλδαικός,,,,,,,,,,,,,,,,,,,,a-p---nd-,,,,,,,
517,εἰδὼς, οἶδα,,,,,,,,,,,,,,,,,,,,n-p---ma-,v-srpamn-,,,,,,
518,καταλίπω,καταλείπω,,,,,,,,,,,,,,,,,,,,v1sasa---,,,,,,,
519,ἐδείματο,,δέμω,,,,,,,,,,,,,,,,,,,v3saim---,,,,,,,
520,Ἀλέξανδρος,  ,,Ἀλέξανδρος,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
521,κατεστρατοπεδεύσατο,καταστρατοπεδεύω,,,,,,,,,,,,,,,,,,,,v3saim---,,,,,,,
