Forma,Lemma Corretto
χρηστηριαζόμενος,['χρηστηριάζω']
χρηστοῖσί,['χρηστός']
χρηστοῖσι,['χρηστός']
χρηστοῦ,['χρηστός']
χρηστόν,['χρηστός']
χρηστὰ,['χρηστός']
χρηστὴ,"['  ', 'χρηστός']"
χρηστὸν,['χρηστός']
χρηστῇσι,['χρηστός']
χρησόμεθα,['χράω']
χρησόμενοι,['χράω']
χρησόμενος,['χράω']
χρονικαῖς,['χρονικός']
χρονιωτέραν,['χρόνιος']
χρονογραφίαις,['χρονογραφία']
χρυσέας,['χρύσεος']
χρυσέη,['χρύσεος']
χρυσέοις,"['χρύσεος', 'χρύσεος']"
χρυσέῳ,"['χρύσεος', 'χρύσεος']"
χρυσίοις,['χρυσίον']
χρυσίον,"['χρυσίον', 'χρυσίον']"
χρυσίου,"['χρυσίον', 'χρυσίον']"
χρυσεοβόστρυχε,"['χρυσεοβόστρυχος', 'χρυσεοβόστρυχος']"
χρυσηλάτου,['χρυσήλατος']
χρυσοκολλήτου,"['χρυσοκόλλητος', 'χρυσοκόλλητος']"
χρυσουφέσιν,"['χρυσουφής', 'χρυσουφής']"
χρυσοχάλινοι,['χρυσοχάλινος']
χρυσοῖ,"['χρύσεος', 'χρύσεος']"
χρυσοῖς,"['χρύσεος', 'χρυσός', 'χρύσεος']"
χρυσοῦν,"['χρυσόω', 'χρύσεος', 'χρυσόω', 'χρύσεος']"
χρυσοῦς,"['χρύσεος', 'χρύσεος']"
χρυσωρόφῳ,['χρυσώροφος']
χρυσόπαστον,['χρυσόπαστος']
χρυσὸν,['χρυσός']
χρυσὸς,['χρυσός']
χρυσᾶ,"['χρύσεος', 'χρύσεος']"
χρυσᾶς,['χρύσεος']
χρυσῆ,"['χρύσεος', 'χρύσεος']"
χρυσῆν,['χρύσεος']
χρυσῆς,['χρύσεος']
χρυσῶν,['χρύσεος']
χρυσῷ,"['  ', 'χρυσός', 'χρύσεος', '  ', 'χρυσός', 'χρύσεος']"
χρωμένη,"['χράω', 'χραύω']"
χρωμένην,['χράω']
χρωμένοις,['χράω']
χρωμένους,['χράω']
χρωμένων,"['χράω', 'χράω']"
χρόας,"['χροιά', 'χροιά']"
χρόνοις,['χρόνος']
χρόνον,"['  ', 'χρόνος']"
χρόνος,['χρόνος']
χρόνου,"['  ', 'χρόνος']"
χρόνω,['χρόνος']
χρόνων,['χρόνος']
χρόνῳ,"['  ', 'χρόνος']"
χρόᾳ,['χροιά']
χρύσεοι,['χρύσεος']
χρύσεον,"['  ', 'χρύσεος']"
χρύσεος,"['  ', 'χρύσεος']"
χρύσεόν,['χρύσεος']
χρώμεθ᾽,['χράω']
χρώμενοι,"['χράω', 'χράω']"
χρώμενος,"['χράω', 'χράω']"
χρὴ,['χράω']
χρᾶσθαι,['χράω']
χρᾶται,['χράω']
χρᾷ,['χράω']
χρῄζουσιν,"['χρήζω', 'χρῄζω']"
ἀμνήστου,['ἄμνηστος']
ἀμνημονέστερος,['ἀμνήμων']
ἀμνημόνευτον,['ἀμνημόνευτος']
ἀμοιβάς,['ἀμοιβή']
ἀμοιβὴν,['ἀμοιβή']
ἀμορφεστάτην,['ἄμορφος']
ἀμούσως,['ἄμουσος']
ἀμπέλοις,['ἄμπελος']
ἀμπέτασον,"['ἀναπετάννυμι', 'ἀναπετάννυμι']"
ἀμπέχεσθαι,"['ἀμπέχω', 'ἀμπέχω']"
ἀμπέχονται,['ἀμπέχω']
ἀμπαυστήριοι,['ἀναπαυστήριος']
ἀμπαύεσθαι,['ἀναπαύω']
ἀμπαύονται,['ἀναπαύω']
ἀμπελίνῳ,['ἀμπέλινος']
ἀμυναμένων,['ἀμύνω']
ἀμυνεῖται,['ἀμύνω']
ἀμυνομένοις,['ἀμύνω']
ἀμυνομένους,['ἀμύνω']
ἀμυνομένων,['ἀμύνω']
ἀμυνομένῳ,['ἀμύνω']
ἀμυνούμενοι,['ἀμύνω']
ἀμυνούμενος,['ἀμύνω']
ἀμυνόμενοι,['ἀμύνω']
ἀμυνόμενον,['ἀμύνω']
ἀμυνόμενος,['ἀμύνω']
ἀμφέχανε,['ἀμφιχάσκω']
ἀμφί,['ἀμφί']
ἀμφισβητήσιμον,['ἀμφισβητήσιμος']
ἀμφισβητησίμου,['ἀμφισβητήσιμος']
ἀμφισβητησίμῳ,['ἀμφισβητήσιμος']
ἀμφισβητησόντων,['ἀμφισβητέω']
ἀμφιστόμου,['ἀμφίστομος']
ἀμφορέας,"['  ', 'ἀμφορεύς']"
ἀμφοτέρας,['ἀμφότερος']
ἀμφοτέροις,['ἀμφότερος']
ἀμφοτέρους,['ἀμφότερος']
ἀμφοτέρων,['ἀμφότερος']
ἀμφοῖν,['ἄμφω']
ἀμφότερα,['ἀμφότερος']
ἀμφότεραι,['ἀμφότερος']
ἀμφότεροι,"['  ', 'ἀμφότερος']"
ἀμφὶ,['ἀμφί']
ἀμφὶς,['ἀμφὶς']
ἀμφ᾽,['ἀμφί']
ἀμόρφους,['ἄμορφος']
ἀμύναιτο,['ἀμύνω']
ἀμύνασθαι,"['ἀμύνω', 'ἀμύνω']"
ἀμύνεσθαι,['ἀμύνω']
ἀμύνεται,['ἀμύνω']
ἀμύνης,['ἄμυνα']
ἀμύνηται,['ἀμύνω']
ἀμύνονται,['ἀμύνω']
ἀμὰ,['ἐμός']
ἀμὲ,['ἐμός']
ἀν,"['ἀν', 'ἀνά']"
ἀνάβασιν,['ἀνάβασις']
ἀνάβηθι,['ἀναβαίνω']
ἀνάβητε,['ἀναβαίνω']
ἀνάγεσθαί,['ἀνάγω']
ἀνάγεσθαι,['ἀνάγω']
ἀνάγκαις,['ἀνάγκη']
ἀνάγκη,['ἀνάγκη']
ἀνάγκην,['ἀνάγκη']
ἀνάγκης,['ἀνάγκη']
ἀνάγνωθί,['ἀναγιγνώσκω']
ἀνάγνωθι,['ἀναγιγνώσκω']
ἀνάγνωσμα,['ἀνάγνωσμα']
ἀνάθημα,['ἀνάθημα']
ἀνάλκιδας,['ἄναλκις']
ἀνάνδρως,['ἄνανδρος']
ἀνάξει,"['ἀνάγω', 'ἀνάσσω']"
ἀνάξεσθαι,"['ἀνάσσω', 'ἀνάγω']"
ἀνάξιον,['ἀνάξιος']
ἀνάπεισον,['ἀναπείθω']
ἀνάπηρά,"['ἀνάπηρος', 'ἀνάπηρος']"
ἀνάπλεῳ,"['ἀνάπλεος', 'ἀνάπλεος']"
ἀνάπλουν,['ἀνάπλοος']
ἀνάρσια,['ἀνάρσιος']
ἀνάσπαστος,['ἀνασπαστός']
ἀνάστατα,['ἀνάστατος']
ἀνάστειος,['ἀνάστειος']
ἀνάσχησθε,['ἀνέχω']
ἀνάτῃ,['ἔνατος']
ἀνέβαινε,['ἀναβαίνω']
ἀνέβησαν,['ἀναβαίνω']
ἀνέβησε,['ἀναβαίνω']
ἀνέβωσε,['ἀναβοάω']
ἀνέγνω,['ἀναγιγνώσκω']
ἀνέγνωσαν,['ἀναγιγνώσκω']
ἀνέγνωσε,['ἀναγιγνώσκω']
ἀνέγραψε,['ἀναγράφω']
ἀνέγραψεν,['ἀναγράφω']
ἀνέθεσαν,['ἀνατίθημι']
ἀνέθηκαν,['ἀνατίθημι']
ἀνέθηκε,['ἀνατίθημι']
ἀνέκαθεν,['ἀνέκαθεν']
ἀνέκειτο,['ἀνάκειμαι']
ἀνέκοπτεν,['ἀνακόπτω']
ἀνέκραγεν,['ἀνακράζω']
ἀνέκτισεν,['ἀνακτίζω']
ἀνέλαβεν,['ἀναλαμβάνω']
ἀνέλαβον,['ἀναλαμβάνω']
ἀνέλῃ,['ἀναιρέω']
ἀνέμειξεν,['ἀναμίγνυμι']
ἀνέμενεν,['ἀναμένω']
ἀνέμου,"['  ', 'ἄνεμος']"
ἀνέξεσθαι,['ἀνέχω']
ἀνέξεσθε,['ἀνέχω']
ἀνέπειθε,['ἀναπείθω']
ἀνέπεισε,"['  ', 'ἀναπείθω']"
ἀνέστειλεν,['ἀναστέλλω']
ἀνέστεφον,['ἀναστέφω']
ἀνέστη,['ἀνίστημι']
ἀνέστησαν,['ἀνίστημι']
ἀνέστησεν,['ἀνίστημι']
ἀνέστιοι,['ἀνέστιος']
ἀνέσχισε,['ἀνασχίζω']
ἀνέτρεψε,['ἀνατρέπω']
ἀνέχεσθαι,['ἀνέχω']
ἀνέχεται,"['ἀνέχω', 'ἀνέχω']"
ἀνέχευ,['ἀνέχω']
ἀνέῳγες,['ἀνοίγω']
ἀνέῳξε,['ἀνοίγω']
ἀνέῳξεν,['ἀνοίγω']
ἀνήγαγεν,['ἀνάγω']
ἀνήγετο,['ἀνάγω']
ἀνήγου,['ἀνάγω']
ἀνήκοα,['ἀνήκοος']
ἀνήλισκε,"['ἀναλίσκω', 'ἀναλίσκω']"
ἀνήλωκε,['ἀναλίσκω']
ἀνήρ,['ἀνήρ']
ἀνήσουσι,"['ἀνέω', 'ἀνίημι']"
ἀνήχθησαν,['ἀνάγω']
ἀνίδρυτος,['ἀνίδρυτος']
ἀνίησι,['ἀνίημι ']
ἀνίσταντο,['ἀνίστημι']
ἀνίστασθαι,['ἀνίστημι']
ἀνίσταται,['ἀνίστημι']
ἀνίστατ᾽,['ἀνίστημι']
ἀνίστη,['ἀνίστημι']
ἀνίσχοντα,"['ἀνίσχω', 'ἀνίσχω']"
ἀνίσχοντι,['ἀνίσχω']
ἀνίσχουσι,['ἀνίσχω']
ἀνίσχῃ,['ἀνίσχω']
ἀναίμακτον,['ἀναίμακτος']
ἀναίνεσθαι,['ἀναίνομαι']
ἀναίρεσιν,['ἀναίρεσις']
ἀναβάδην,['ἀναβάδην']
ἀναβάντες,['ἀναβαίνω']
ἀναβάσιος,['ἀνάβασις']
ἀναβέβηκα,['ἀναβαίνω']
ἀναβαίνοντες,['ἀναβαίνω']
ἀναβαίνοντος,['ἀναβαίνω']
ἀναβιβασάμενος,['ἀναβιβάζω']
ἀναβιβασθεὶς,['ἀναβιβάζω']
ἀναβῆναι,['ἀναβαίνω']
ἀναγίγνωσκε,['ἀναγιγνώσκω']
ἀναγιγνωσκομένων,['ἀναγιγνώσκω']
ἀναγιγνώσκει,['ἀναγιγνώσκω']
ἀναγιγνώσκομεν,['ἀναγιγνώσκω']
ἀναγιγνώσκοντος,['ἀναγιγνώσκω']
ἀναγινωσκομένης,['ἀναγιγνώσκω']
ἀναγινώσκοντα,['ἀναγιγνώσκω']
ἀναγινώσκοντας,['ἀναγιγνώσκω']
ἀναγκάζεις,['ἀναγκάζω']
ἀναγκάζεται,['ἀναγκάζω']
ἀναγκάζῃ,['ἀναγκάζω']
ἀναγκάσας,['ἀναγκάζω']
ἀναγκάσω,['ἀναγκάζω']
ἀναγκαία,"['ἀναγκαῖος', 'ἀναγκαῖος']"
ἀναγκαίαν,['ἀνάγκη']
ἀναγκαίας,['ἀνάγκη']
ἀναγκαίην,['ἀνάγκη']
ἀναγκαίοις,['ἀναγκαῖος']
ἀναγκαίου,['ἀναγκαῖος']
ἀναγκαίων,['ἀναγκαῖος']
ἀναγκαίως,['ἀναγκαῖος']
ἀναγκαίῃ,['ἀνάγκη']
ἀναγκαιοτάτους,['ἀναγκαῖος']
ἀναγκαιοτάτων,['ἀναγκαῖος']
ἀναγκαιότατον,['ἀναγκαῖος']
ἀναγκασθήσεται,['ἀναγκάζω']
ἀναγκασθήσομαι,['ἀναγκάζω']
ἀναγκασθησόμενοι,['ἀναγκάζω']
ἀναγκασθῇ,"['  ', 'ἀναγκάζω']"
ἀναγκαῖα,['ἀναγκαῖος']
ἀναγκαῖον,['ἀναγκαῖος']
ἀναγκαῖόν,['ἀναγκαῖος']
ἀναγκαῖ᾽,['ἀναγκαῖος']
ἀναγνωσθέντος,['ἀναγιγνώσκω']
ἀναγνωσομένων,['ἀναγιγνώσκω']
ἀναγνώσεται,['ἀναγιγνώσκω']
ἀναγνώσμασιν,['ἀνάγνωσμα']
ἀναγράψαντες,['ἀναγράφω']
ἀναγραφῆναι,['ἀναγράφω']
ἀναγραφῆς,['ἀναγραφή']
ἀναγωγέας,"['ἀναγωγεύς', 'ἀναγωγεύς']"
ἀναγόμενος,['ἀνάγω']
ἀναγώγως,['ἀνάγωγος']
ἀναδάσασθαι,['ἀναδατέομαι']
ἀναδέονται,"['  ', 'ἀναδέω']"
ἀναδασμός,['ἀναδασμός']
ἀναδεικνύντα,['ἀναδείκνυμι']
ἀναδενδράδος,['ἀναδενδράς']
ἀναδιδοῖ,['ἀναδίδωμι']
ἀναδιδόασιν,['ἀναδίδωμι']
ἀναδραμεῖν,['ἀνατρέχω']
ἀναδραμόντες,['ἀνατρέχω']
ἀναζεύξας,['ἀναζεύγνυμι']
ἀναζητεόμενα,['ἀναζητέω']
ἀναζυγὴν,['ἀναζυγή']
ἀναθέντες,"['ἀνατίθημι', 'ἀνατίθημι']"
ἀναθέντος,['ἀνατίθημι']
ἀναθέσθαι,['ἀνατίθημι']
ἀναθήμασιν,['ἀνάθημα']
ἀναθήματα,['ἀνάθημα']
ἀναθήματος,['ἀνάθημα']
ἀναθήσοντες,['ἀνατίθημι']
ἀναθαρρήσαντες,['ἀναθαρσέω']
ἀναθαρρήσας,['ἀναθαρσέω']
ἀναθείη,['ἀνατίθημι']
ἀναθημάτων,['ἀνάθημα']
ἀναιδείας,['ἀναίδεια']
ἀναιδείᾳ,['ἀναίδεια']
ἀναιδῶν,['ἀναιδής']
ἀναιδῶς,['ἀναιδής']
ἀναιμάκτοις,['ἀναίμακτος']
ἀναιμωτί,['ἀναιμωτί']
ἀναιμωτὶ,['ἀναιμωτί']
ἀναιρέσεως,['ἀναίρεσις']
ἀναιρήσεσθαι,['ἀναιρέω ']
ἀναιρεθεὶς,['ἀναιρέω']
ἀναιρεθῆναι,['ἀναιρέω']
ἀναιρεῖν,['ἀναιρέω']
ἀναισίμου,['ἀναίσιμος']
ἀναισιμοῦνται,['ἀναισιμόω']
ἀναισιμώθη,['ἀναισιμόω']
ἀναισχυντότατον,['ἀναίσχυντος']
ἀναισχύντως,['ἀναίσχυντος']
ἀνακέαται,['ἀνάκειμαι']
ἀνακαίουσι,['ἀνακαίω']
ἀνακαθήρας,['ἀνακαθαίρω']
ἀνακαρῦξαι,['ἀνακηρύσσω']
ἀνακαύσωνται,['ἀνακαίω']
ἀνακεραννυμένους,['ἀνακεράννυμι']
ἀνακεχωρήκεισαν,['ἀναχωρέω']
ἀνακεῖσθαί,"['ἀνάκειμαι', 'ἀνακέομαι']"
ἀνακεῖσθαι,"['ἀνάκειμαι', 'ἀνακέομαι']"
ἀνακηρυττόντων,"['ἀνακηρύσσω', 'ἀνακηρύσσω']"
ἀνακηρύττων,"['ἀνακηρύσσω', 'ἀνακηρύσσω']"
ἀνακλάσαντα,['ἀνακλάω']
ἀνακλαύσασθαι,['ἀνακλαίω']
ἀνακληθέντων,['ἀνακαλέω']
ἀνακληροῦσθαι,['ἀνακληρόω']
ἀνακρινομένην,['ἀνακρίνω']
ἀνακτήσεσθαι,['ἀνακτάομαι']
ἀνακτίζειν,['ἀνακτίζω']
ἀνακτίζων,"['  ', 'ἀνακτίζω']"
ἀνακτίσαι,"['  ', 'ἀνακτίζω']"
ἀνακτώμενος,['ἀνακτάομαι']
ἀνακῶς,['ἀνακής']
ἀναλίσκει,['ἀναλίσκω']
ἀναλίσκοντες,['ἀναλίσκω']
ἀναλίσκων,['ἀναλίσκω']
ἀναλαβεῖν,['ἀναλαμβάνω']
ἀναλαβόντα,"['  ', 'ἀναλαμβάνω']"
ἀναλαβὼν,"['  ', 'ἀναλαμβάνω']"
ἀναλεξάμενος,['ἀναλέγω']
ἀναλισκόντων,['ἀναλίσκω']
ἀναλωθῆναι,['ἀναλίσκω']
ἀναλόγως,['ἀνάλογος']
ἀναλώματ’,['ἀνάλωμα']
ἀναλώσας,['ἀναλίσκω']
ἀναλῶσαι,['ἀναλίσκω']
ἀναμάξας,['ἀναμάσσω']
ἀναμάρτητος,['ἀναμάρτητος']
ἀναμάχονται,['ἀναμάχομαι']
ἀναμέλπων,['ἀναμέλπω']
ἀναμίσγεσθαι,['ἀναμίγνυμι']
ἀναμείξας,['ἀναμίγνυμι']
ἀναμειγνυμένη,['ἀναμίγνυμι']
ἀναμειχθήσεται,['ἀναμίγνυμι']
ἀναμεμίχαται,['ἀναμίγνυμι']
ἀναμεμιγμένοι,['ἀναμίγνυμι']
ἀναμεμιγμένον,['ἀναμίγνυμι']
ἀναμετρηθεὶς,['ἀναμετρέω']
ἀναμιγῆναι,['ἀναμίγνυμι']
ἀναμιμνησκομένους,['ἀναμιμνῄσκω']
ἀναμιμνησκόμενοι,['ἀναμιμνῄσκω']
ἀναμιμνῃσκόμενος,['ἀναμιμνῄσκω']
ἀναμιχθέντες,['ἀναμίγνυμι']
ἀναμιχθῆναι,['ἀναμίγνυμι']
ἀναμνήσας,['ἀναμιμνῄσκω']
ἀναμνήσθητε,['ἀναμιμνῄσκω']
ἀναμνήσω,['ἀναμιμνῄσκω']
ἀναμνησθέντας,['ἀναμιμνῄσκω']
ἀναμνησθέντες,['ἀναμιμνῄσκω']
ἀναμνησθῆναι,['ἀναμιμνῄσκω']
ἀναμνησθῶσι,"[' ἀναμιμνῄσκω', ' ἀναμιμνῄσκω']"
ἀναμνῆσαι,['ἀναμιμνῄσκω']
ἀναμφιλόγως,['ἀναμφίλογος']
ἀναμφισβητήτως,['ἀναμφισβήτητος']
ἀναμὶξ,['ἀναμίξ']
ἀνανδρότατον,"['ἄνανδρος', 'ἄνανδρος']"
ἀνανδρότερον,"['ἄνανδρος', 'ἄνανδρος']"
ἀνανεμέεται,['ἀνανέμω']
ἀνανεούμενον,"['ἀνανεόομαι', 'ἀνανεόω']"
Ἀνθρωπος,"['ἄνθρωπος', 'ἄνθρωπος']"
Ἀλέξιδος,"['Ἄλεξις', 'Ἄλεξις']"
Τιμόκρατες,"['Τιμοκράτης', 'Τιμοκράτης']"
τἀπιτήδει᾽,"['τὰ ἐπιτήδεια', 'ἐπιτήδειος', 'ἐπιτήδειος']"
ἦν,"['  ', 'εἰμί']"
προειρημένοις,"['προλέγω', 'προλέγω']"
διαβοήτων,"['διαβόητος', 'διαβόητος']"
ἡδονῆς,['ἡδονή']
ἀφροδισίων,"['ἀφροδίσιος', 'ἀφροδίσιος']"
ἀγρίου,['ἄγριος']
Ἀρετὴν,['ἀρετή']
δαιδαλεόδμοις,"['δαιδαλέοδμος', 'δαιδαλέοδμος']"
ξανθῶν,"['ξανθός', 'ξανθός']"
μελίτων,"['μέλι', 'μέλι']"
Κιθαριστῇ,"['κιθαριστής', 'κιθαριστής']"
κοινῶς,"['κοινός', 'κοινός']"
προπετῶς,"['προπετής', 'προπετής']"
θεῶν,"['θέα', 'θέος', 'θέα', 'θέος']"
μεγίστους,"['μέγας', 'μέγας']"
οὐδὲν,"['  ', 'οὐδείς', '  ', 'οὐδείς']"
ἀλκιμώτατος,['ἄλκιμος']
ἀσθενεστάτου,"['ἀσθενής', 'ἀσθενής']"
συνεποδίσθη,"['συμποδίζω', 'συμποδίζω']"
ὅτ᾽,"['ὅτε', 'ὅτι']"
ἀρετᾷ,"['ἀρετάω', 'ἀρετάω']"
ὠκύτατόν,['ὠκύς']
ζωάγρι᾽,"['ζωάγρια', 'ζωάγρια']"
Σαινδυρίδου,"['Σαινδύριδος', 'Σαινδύριδος']"
Ἀνάνιος,"['Ἀνάνιος', 'Ἀνάνιος']"
διηκριβωμένων,"['διακριβόω', 'διακριβόω']"
