form,lemmi_originari,lemmi_dizionario,match_ratio
πράξας,['πράσσω'],['πράσσω'],11/11
αἰσχυνεῖται,['αἰσχύνω'],['αἰσχύνω'],1/1
προαιρήσεται,['προαιρέω'],['προαιρέω'],1/1
χιλίας,"['χίλιοι', 'χίλιος']",['χίλιοι'],34/38
ἀποτεῖσαι,['ἀποτίνω'],['ἀποτίνω'],5/5
δεῖξαι,['δείκνυμι'],['δείκνυμι'],15/15
πρόσωπον,['πρόσωπον'],['πρόσωπον'],36/36
πεπονθὼς,['πάσχω'],['πάσχω'],5/5
ἐξείργων,['ἐξέργω'],['ἐξέργω'],1/1
ἀληθείας,['ἀλήθεια'],['ἀλήθεια'],33/33
ποιούμενος,"['ποιέω', 'ποιόω']",['ποιέω'],50/57
τοιαῦτα,['τοιοῦτος'],['τοιοῦτος'],146/146
ἑαυτὸν,['ἑαυτοῦ'],['ἑαυτοῦ'],109/109
πλέον,"['πλέος', 'πλείων', 'πολύς', 'πλέως']",['πολύς'],5/121
τουτονὶ,['οὗτος'],['οὗτος'],27/27
καταλιπόντα,"['καταλιμπάνω', 'καταλείπω']",['καταλείπω'],1/3
διαιτώμενον,['διαιτάω'],['διαιτάω'],4/4
οἶμαι,"['οἴομαι', 'οἱόμαι']",['οἴομαι'],124/125
με,['ἐγώ'],['ἐγώ'],258/258
ἐμαυτοῦ,['ἐμαυτοῦ'],['ἐμαυτοῦ'],61/61
φίλους,"['φίλος', 'φῖλος']",['φίλος'],104/111
μάρτυρας,['μάρτυς'],['μάρτυς'],114/114
παρασχέσθαι,['παρέχω'],['παρέχω'],19/19
ἡμῶν,"['ἐγώ', 'σύ', 'ἡμεῖς']",['ἐγώ'],177/179
οἴομαι,['οἴομαι'],['οἴομαι'],29/29
οὐχ,['οὐ'],['οὐ'],490/490
γε,['γε'],['γε'],647/647
ἐκεῖνό,['ἐκεῖνος'],['ἐκεῖνος'],5/5
ἀφελέσθαι,['ἀφαιρέω'],['ἀφαιρέω'],10/10
διαρρήδην,['διαρρήδην'],['διαρρήδην'],15/15
ἀπέδειξαν,['ἀποδείκνυμι'],['ἀποδείκνυμι'],7/7
τραφῆναι,['τρέφω'],['τρέφω'],5/5
καθαρὸν,['καθαρός'],['καθαρός'],5/5
βίον,['βίος'],['βίος'],128/128
μηδ᾽,['μηδέ'],['μηδέ'],10/10
δόξαν,"['δόξα', 'δοκέω']","['δόξα', 'δοκέω']",90/90
αἰτίας,['αἰτία'],['αἰτία'],87/87
ἀκεῖνο,['ἐκεῖνος'],['ἐκεῖνος'],7/7
προειπεῖν,['προεῖπον'],['προλέγω'],0/12
φύσεις,['φύσις'],['φύσις'],11/11
ἀνθρώπων,['ἄνθρωπος'],['ἄνθρωπος'],227/227
ἔνιοι,['ἔνιοι'],['ἔνιοι'],40/40
νέοι,['νέος'],['νέος'],14/14
προφερεῖς,['προφερής'],['προφερής'],1/1
πρεσβύτεροι,['πρέσβυς'],['πρέσβυς'],15/15
φαίνονται,['φαίνω'],['φαίνω'],12/12
πολὺν,['πολύς'],['πολύς'],87/87
ἀριθμὸν,['ἀριθμός'],['ἀριθμός'],20/20
χρόνου,['χρόνος'],['χρόνος'],124/124
γεγονότες,['γίγνομαι'],['γίγνομαι'],19/19
παντάπασι,['παντάπασι'],['παντάπασι'],16/16
ἐστὶ,['εἰμί'],['εἰμί'],180/180
ἀνδρῶν,['ἀνήρ'],['ἀνήρ'],192/192
ἐμὸς,['ἐμός'],['ἐμός'],24/24
ἡμῖν,['ἐγώ'],['ἐγώ'],263/263
τουτὶ,['οὗτος'],['οὗτος'],13/13
πέμπτον,['πέμπτος'],['πέμπτος'],14/14
τετταρακοστὸν,['τεσσαρακοστός'],['τεσσαρακοστός'],1/1
πολιὰς,['πολιά'],['πολιά'],1/1
ἔχω,"['ἔχω', 'χόω']",['ἔχω'],50/53
προλέγω,"['προλέγω1', 'προλέγω']",['προλέγω'],1/3
ἰδόντες,"['εἶδον', 'ὁράω']",['ὁράω'],4/15
διανοίᾳ,['διάνοια'],['διάνοια'],7/7
Ἡράκλεις,"['Ἡρακλέης', 'Ἡρακλῆς']",['Ἡρακλέης'],1/3
οὗτός,['οὗτος'],['οὗτος'],28/28
τούτου,['οὗτος'],['οὗτος'],502/502
διαφέρει,['διαφέρω'],['διαφέρω'],23/23
ἀναγράψαντες,['ἀναγράφω'],['ἀναγράφω'],2/2
παρακατέθεντο,['παρακατατίθεμαι'],['παρακατατίθημι'],0/1
αὐτῶν,['αὐτός'],['αὐτός'],1082/1082
ἅμα,['ἅμα'],['ἅμα'],537/537
φύσις,['φύσις'],['φύσις'],28/28
διατρίβω,['διατρίβω'],['διατρίβω'],3/3
κάλει,['καλέω'],['καλέω'],27/27
εἰδότας,['οἶδα'],['οἶδα'],22/22
οἰκίᾳ,['οἰκία'],['οἰκία'],26/26
ἀναγίγνωσκε,['ἀναγιγνώσκω'],['ἀναγιγνώσκω'],4/4
λαβὲ,['λαμβάνω'],['λαμβάνω'],5/5
δεδιὼς,['δείδω'],['δείδω'],21/21
συνειδότας,['σύνοιδα'],['σύνοιδα'],6/6
αἰσχυνόμενος,['αἰσχύνω'],['αἰσχύνω'],7/7
ἄλλους,['ἄλλος'],['ἄλλος'],205/205
πολίτας,['πολίτης'],['πολίτης'],52/52
δικαστὰς,['δικαστής'],['δικαστής'],24/24
μαρτυρεῖ,"['μαρτυρέω', 'μαρτύρομαι']","['μαρτύρομαι', 'μαρτυρέω']",20/20
ποτὲ,"['ποτέ', 'ποτός']",['ποτέ'],131/132
καθεζόμενος,"['κατά-ἕζομαι', 'κατά-καθέζομαι', 'καθέζομαι']",['καθέζομαι'],1/6
μου,['ἐγώ'],['ἐγώ'],138/138
πολυωρῶν,['πολυωρέω'],['πολυωρέω'],1/1
νυνὶ,['νυνί'],['νυνί'],66/66
χρήσασθαι,"['χράω2', 'χράω']",['χράω'],1/32
λόγῳ,['λόγος'],['λόγος'],141/141
εἰωθότες,['ἔθω'],['ἔθω'],3/3
λέγεσθαι,"['λέγω3', 'λέγω2']",['λέγω'],0/21
διέξειμι,['διέξειμι'],['διέξειμι'],7/7
οἳ,"['ὅς', 'ὁ', 'ἕ']","['ὁ', 'ἕ', 'ὅς']",248/248
κεῖνται,['κεῖμαι'],['κεῖμαι'],10/10
γενέσθαι,['γίγνομαι'],['γίγνομαι'],441/441
διεξελθεῖν,['διεξέρχομαι'],['διεξέρχομαι'],9/9
εὑρήσετε,['εὑρίσκω'],['εὑρίσκω'],14/14
ἐναντίως,['ἐναντίος'],['ἐναντίος'],3/3
ἅπασι,['ἅπας'],['ἅπας'],45/45
ἐξ,['ἐκ'],['ἐκ'],748/748
ἀνάγκης,['ἀνάγκη'],['ἀνάγκη'],30/30
παρακατατιθέμεθα,['παρακατατίθεμαι'],['παρακατατίθημι'],0/1
παῖδας,['παῖς'],['παῖς'],120/120
βίος,['βίος'],['βίος'],21/21
σωφρονεῖν,['σωφρονέω'],['σωφρονέω'],6/6
ἐναντίων,['ἐναντίος'],['ἐναντίος'],25/25
ἀπιστῶν,['ἀπιστέω'],['ἀπιστέω'],2/2
φαίνεται,['φαίνω'],['φαίνω'],61/61
ἀποδείκνυσι,['ἀποδείκνυμι'],['ἀποδείκνυμι'],6/6
ἰέναι,"['εἶμι', 'ἔρχομαι']",['εἶμι'],41/42
εἰσιέναι,"['εἰσίημι', 'εἴσειμι', 'εἰσέρχομαι']","['εἴσειμι', 'εἰσίημι']",18/24
ἀπιέναι,"['ἄπειμι2', 'ἀφίημι', 'ἀπέρχομαι']",['ἄπειμι'],0/29
διδασκαλεῖα,['διδασκαλεῖον'],['διδασκαλεῖον'],6/6
ἀνοίγειν,['ἀνοίγνυμι'],['ἀνοίγω'],0/6
πρὶν,"['πρίν', 'πρὶν']",['πρίν'],143/150
ἀνίσχῃ,['ἀνά-ἴσχω'],['ἀνίσχω'],0/1
κλῄειν,['κλείω1'],['κλείω'],0/1
δεδυκότος,['δύω2'],['δύω'],0/3
σκότος,['σκότος'],['σκότος'],6/6
πλείστῃ,"['πλεῖστος', 'πολύς']",['πολύς'],1/3
νεανίσκους,"['νεανίσκος', 'νεάνισκος']",['νεανίσκος'],14/15
ἀρχὴν,"['ἀρχή', 'ἀρχήν']","['ἀρχήν', 'ἀρχή']",229/229
Ἑρμαίων,['Ἕρμαιον'],['Ἑρμαίων'],0/1
τελευταῖον,['τελευταῖος'],['τελευταῖος'],50/50
χορῶν,['χορός'],['χορός'],5/5
κυκλίων,['κύκλιος'],['κύκλιος'],2/2
μέλλοντα,['μέλλω'],['μέλλω'],27/27
τετταράκοντα,"['τετταράκοντα', 'τεσσαράκοντα']",['τεσσαράκοντα'],16/62
γεγονότα,['γίγνομαι'],['γίγνομαι'],18/18
σωφρονεστάτῃ,['σώφρων'],['σώφρων'],1/1
αὑτοῦ,"['ἑαυτοῦ', 'ἑαυτός']",['ἑαυτοῦ'],239/240
ἄνδρα,['ἀνήρ'],['ἀνήρ'],148/148
γενόμενον,['γίγνομαι'],['γίγνομαι'],79/79
χρήσιμον,['χρήσιμος'],"['.', 'χρήσιμος']",32/32
εὐθὺς,"['εὐθύς2', 'εὐθύς']",['εὐθύς'],30/248
λάβῃ,['λαμβάνω'],['λαμβάνω'],12/12
παιδείας,['παιδεία'],['παιδεία'],14/14
τούς,['ὁ'],['ὁ'],106/106
λέγε,"['λέγω3', 'λέγω2']",['λέγω'],0/55
ἀνοιγέτωσαν,['ἀνοίγνυμι'],['ἀνοίγω'],0/1
ἀνιόντος,['ἄνειμι'],['ἄνειμι'],1/1
κλειέτωσαν,['κλέω'],['κλείω'],0/1
δύνοντος,['δύω2'],['δύω'],0/2
ἐξέστω,['ἔξεστι'],['ἔξεστι'],9/9
οὖσιν,['εἰμί'],['εἰμί'],22/22
ὄντων,['εἰμί'],['εἰμί'],147/147
υἱὸς,['υἱός'],['υἱός'],34/34
θυγατρὸς,['θυγάτηρ'],['θυγάτηρ'],21/21
ἀνήρ,['ἀνήρ'],['ἀνήρ'],23/23
ταῦτ᾽,['οὗτος'],['οὗτος'],123/123
εἰσίῃ,['εἴσειμι'],['εἴσειμι'],4/4
θανάτῳ,['θάνατος'],['θάνατος'],30/30
γυμνασιάρχαι,['γυμνασιάρχης'],['γυμνασιάρχης'],1/1
Ἑρμαίοις,['Ἕρμαιον'],['Ἑρμαῖος'],0/1
τρόπῳ,['τρόπος'],['τρόπος'],97/97
ἐξείργῃ,['ἐξέργω'],['ἐξέργω'],1/1
ἔνοχος,['ἔνοχος'],['ἔνοχος'],10/10
γυμνασιάρχης,['γυμνασιάρχης'],['γυμνασιάρχης'],1/1
δήμου,['δῆμος'],['δῆμος'],122/122
ἀδικημάτων,['ἀδίκημα'],['ἀδίκημα'],22/22
μεγάλων,['μέγας'],['μέγας'],46/46
προσῆκεν,['προσήκω'],['προσήκω'],26/26
γοῦν,['γοῦν'],['γοῦν'],131/131
λέγει,"['λέγω3', 'λέγω2', 'λέγω']",['λέγω'],1/102
τινα,['τις'],['τις'],234/234
θεῖος,"['θεῖος2', 'θεῖος1']",['θεῖος'],0/4
ὅλως,"['ὅλος', 'ὅλοξ']",['ὅλος'],46/51
παιδὸς,['παῖς'],['παῖς'],61/61
κατά,['κατά'],['κατά'],66/66
ἐπιτίμια,['ἐπιτίμιον'],['ἐπιτίμιον'],4/4
ἑκατέρῳ,['ἑκάτερος'],['ἑκάτερος'],14/14
πεποίηκε,['ποιέω'],['ποιέω'],12/12
ἐπάναγκες,['ἐπανάγκης'],['ἐπανάγκης'],8/8
παιδὶ,['παῖς'],['παῖς'],16/16
τρέφειν,['τρέφω'],['τρέφω'],30/30
οἴκησιν,['οἴκησις'],['οἴκησις'],17/17
παρέχειν,['παρέχω'],['παρέχω'],25/25
ὃς,"['ὅς', 'ὅς2']",['ὅς'],282/283
φανήσεται,"['φαίνω', 'φανάω']",['φαίνω'],12/16
αἰτία,"['αἴτιος', 'αἰτία']","['αἰτία', 'αἴτιος']",15/15
οὖσα,['εἰμί'],['εἰμί'],61/61
αἴτιος,['αἴτιος'],['αἴτιος'],55/55
ἀποθανόντα,"['ἀποθνήσκω', 'ἀποθνῄσκω']",['ἀποθνῄσκω'],1/4
ἆλλα,"['ἄλλος', 'ἆλλος']",['ἄλλος'],43/46
νομιζόμενα,['νομίζω'],['νομίζω'],16/16
ζῶντος,['ζάω'],['ζάω'],10/10
ἐκείνου,"['ἐκεῖνος', 'ἐκείνος', 'εκεῖνος']",['εκεῖνος'],1/163
τελευτήσαντα,['τελευτάω'],['τελευτάω'],6/6
αὐτόν,['αὐτός'],['αὐτός'],202/202
τιμᾶται,['τιμάω'],['τιμάω'],5/5
θεῖον,"['θεῖος1', 'θεῖος2', 'θέω', 'θεῖος']",['θεῖος'],2/25
τίνα,"['τις', 'ὁς', 'τίς']",['τις'],54/56
μέγιστα,['μέγας'],['μέγας'],49/49
γυναῖκα,['γυνή'],['γυνή'],127/127
ἄλλον,['ἄλλος'],['ἄλλος'],77/77
ἑνὶ,"['εἷς', 'ἑν']","['ἑν', 'εἷς']",37/37
κεφαλαίῳ,['κεφάλαιος'],['κεφάλαιος'],6/6
συλλαβὼν,['συλλαμβάνω'],['συλλαμβάνω'],15/15
ἔχει,"['ἔχω', 'ἐχώ', 'χέω']",['ἔχω'],278/280
γέγραπται,['γράφω'],['γράφω'],15/15
που,"['πού', 'που']",['πού'],70/72
τινὰ,['τις'],['τις'],133/133
δούλων,['δοῦλος'],['δοῦλος'],24/24
ποιῇ,['ποιέω'],['ποιέω'],8/8
πεποίηκεν,['ποιέω'],['ποιέω'],15/15
τίμημα,['τίμημα'],['τίμημα'],7/7
παθεῖν,['πάσχω'],['πάσχω'],43/43
κύριος,"['κύριος', 'κῦρος']",['κύριος'],49/50
προεῖπον,['προεῖπον'],['προλέγω'],0/22
κρίνω,['κρίνω'],['κρίνω'],5/5
τεθνάτω,['θνήσκω'],['θνῄσκω'],0/1
αὐθημερόν,['αὐθήμερος'],['αὐθήμερος'],1/1
ἀργύριον,['ἀργύριον'],['ἀργύριον'],126/126
δίκην,['δίκη'],['δίκη'],152/152
παραχρῆμα,['παραχρῆμα'],['παραχρῆμα'],64/64
ἀποτίνειν,['ἀποτίνω'],['ἀποτίνω'],6/6
ἕως,"['ἕως', 'ἔως', 'ἑώς']",['ἕως'],165/168
εἱρχθήτω,['ἔργω1'],['ἔργω'],0/1
ταῖσδε,['ὅδε'],['ὅδε'],3/3
ἀκούσας,"['ἀκούω', 'ἀκέω', 'ἀέκων']",['ἀκούω'],69/73
ποτ᾽,"['ποτέ', 'πότε', 'ποτε']",['ποτέ'],29/33
σκοπῆτε,"['σκοπάω', 'σκοπέω']",['σκοπέω'],1/2
ἄριστα,"['ἄριστος', 'ἄριστον', 'ἀγαθός']",['ἀγαθός'],3/48
ἀπέχειν,['ἀπέχω'],['ἀπέχω'],6/6
ὁντινοῦν,['ὅστις'],['ὅστις'],4/4
συμπολιτεύεσθαι,['συμπολιτεύω'],['συμπολιτεύω'],1/1
ἐνταῦθ᾽,['ἐνταῦθα'],['ἐνταῦθα'],9/9
παιδός,['παῖς'],['παῖς'],16/16
πατρί,"['πατήρ', 'πατρίς']",['πατήρ'],9/10
ληξιαρχικὸν,['ληξιαρχικός'],['ληξιαρχικός'],2/2
γραμματεῖον,['γραμματεῖον'],['γραμματεῖον'],12/12
εἰδῇ,['οἶδα'],['οἶδα'],3/3
καλὰ,['καλός'],['καλός'],33/33
ἐμὲ,['ἐγώ'],['ἐγώ'],173/173
ἐξῆν,['ἔξεστι'],['ἔξειμι'],0/38
πῶς,"['πως', 'πῶς2', 'πῶς1', 'πῶς']",['πῶς'],40/229
ἀρχόντων,"['ἄρχων', 'ἄρχω']",['ἄρχω'],13/32
μηδεμίαν,['μηδείς'],['μηδείς'],26/26
κληρωτὴν,"['κληρωτής', 'κληρωτός']","['κληρωτής', 'κληρωτός']",2/2
χειροτονητήν,"['χειροτονητής', 'χειροτονητός']","['χειροτονητής', 'χειροτονητός']",2/2
γνώμην,['γνώμη'],['γνώμη'],89/89
εἰπάτω,['εἶπον'],['λέγω'],0/2
ἑταιρήσεως,['ἑταίρησις'],['ἑταίρησις'],2/2
οἵων,['οἷος'],['οἷος'],8/8
κειμένων,['κεῖμαι'],['κεῖμαι'],12/12
σωφρόνων,['σώφρων'],['σώφρων'],6/6
τοιοῦτος,['τοιοῦτος'],['τοιοῦτος'],36/36
οἷον,['οἷος'],['οἷος'],132/132
ἐπίστασθε,"['ἐπίσταμαι', 'ἐφίστημι']",['ἐπίσταμαι'],15/19
Ἀθηναῖος,['Ἀθηναῖος'],['Ἀθηναῖος'],24/24
λεγέτω,"['λέγω3', 'λέγω1']",['λέγω'],0/4
ἱερὰ,"['ἱερόν', 'ἱερός', 'ἱερόv']","['ἱερόν', 'ἱερός']",50/51
εἰσίτω,['εἴσειμι'],['εἴσειμι'],1/1
κοιναῖς,['κοινός'],['κοινός'],6/6
ἀγορᾶς,['ἀγορά'],['ἀγορά'],28/28
πορευέσθω,['πορεύω'],['πορεύω'],1/1
προχείρως,['πρόχειρος'],['πρόχειρος'],5/5
οὓς,['ὅς'],['ὅς'],283/283
ἀνέγνω,['ἀναγιγνώσκω'],['ἀναγιγνώσκω'],3/3
προειρῆσθαι,['προερέω'],['προλέγω'],0/1
ἀπαλλαγεὶς,"['ἀπαλλάσσω', 'ἀπαλλαξείω']",['ἀπαλλάσσω'],4/5
ἐσκέψατο,['σκέπτομαι'],['σκέπτομαι'],3/3
πόθεν,"['πόθεν', 'ποθεν']",['πόθεν'],29/35
ἄρχεται,['ἄρχω'],['ἄρχω'],10/10
ἤρξατο,"['ἄρχω', 'ἔρδω']",['ἄρχω'],19/21
πλείστη,"['πλεῖστος', 'πολύς']",['πολύς'],2/7
ἐστί,['εἰμί'],['εἰμί'],82/82
ταύτην,['οὗτος'],['οὗτος'],388/388
καθάρσιον,['καθάρσιος'],['καθάρσιος'],2/2
κῆρυξ,['κῆρυξ'],['κῆρυξ'],14/14
πατρίους,['πάτριος'],['πάτριος'],8/8
προχειροτονεῖν,['προχειροτονέω'],['προχειροτονέω'],1/1
ἱερῶν,"['ἱερόν', 'ἱερός', 'ἱερή']","['ἱερόν', 'ἱερός']",45/46
πατρίων,['πάτριος'],['πάτριος'],6/6
πρεσβείαις,['πρέσβεια'],['πρεσβεία'],0/3
τίς,"['τις', 'τίς']",['τις'],238/248
οὗτοι,['οὗτος'],['οὗτος'],346/346
εἴπωσι,['εἶπον'],['λέγω'],0/1
βουλόμενον,['βούλομαι'],['βούλομαι'],29/29
φρονεῖν,['φρονέω'],['φρονέω'],18/18
αὐτοὺς,['αὐτός'],['αὐτός'],630/630
ἐμπειρίαν,['ἐμπειρία'],['ἐμπειρία'],23/23
ἀγνοῶ,['ἀγνοέω'],['ἀγνοέω'],14/14
πρώτοις,"['πρότερος', 'πρῶτος']",['πρῶτος'],13/19
ὀνομαστὶ,['ὀνομαστί'],['ὀνομαστί'],6/6
ἕνα,"['εἷς', 'ἕνος']",['εἷς'],80/85
προσειπεῖν,['προσεῖπον'],['προσλέγω'],0/4
παρακαλεῖ,['παρακαλέω'],['παρακαλέω'],5/5
νεωτέρους,"['νέος', 'νεώτερος']",['νέος'],9/10
αἰσχύνεσθαι,['αἰσχύνω'],['αἰσχύνω'],5/5
πρεσβυτέρους,['πρέσβυς'],['πρέσβυς'],17/17
πάνθ᾽,['πᾶς'],['πᾶς'],16/16
τιμᾶν,['τιμάω'],['τιμάω'],8/8
ἦσαν,"['εἰμί', 'ἄω3']",['εἰμί'],454/465
Περικλῆς,"['Περικλέης', 'Περικλῆς']",['Περικλέης'],4/18
Θεμιστοκλῆς,['Θεμιστοκλῆς'],['Θεμιστοκλέης'],0/38
Ἀριστείδης,['Ἀριστείδης'],['Ἀριστείδης'],7/7
ἐπωνυμίαν,"['ἐπωνυμία', 'ἐπωνύμιος']","['ἐπωνυμία', 'ἐπωνύμιος']",18/18
πράττομεν,['πράσσω'],['πράσσω'],2/2
χεῖρα,['χείρ'],['χείρ'],30/30
τότε,['τότε'],['τότε'],613/613
εὐλαβοῦντο,['εὐλαβέομαι'],['εὐλαβέομαι'],3/3
σημεῖον,['σημεῖον'],['σημεῖον'],45/45
εἰκόνα,['εἰκών'],['εἰκών'],15/15
σχήματος,['σχῆμα'],['σχῆμα'],16/16
διελέγετο,['διαλέγω'],['διαλέγω'],9/9
ᾐσχύνοντο,['αἰσχύνω'],['αἰσχύνω'],1/1
θ-,['ὁ'],['ὁ'],1/1
οἰμάτιον,['ἰμάτιον'],['ἰμάτιον'],1/1
ἐπαγκρατίαζεν,['παγκρατιάζω'],['παγκρατιάζω'],1/1
διακείμενος,['διάκειμαι'],['διάκειμαι'],2/2
αἰσχυνθέντας,['αἰσχύνω'],['αἰσχύνω'],1/1
